"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"Name"	"Gene"	"Note"	"CEC3609_1_TR_6"	"CEC3672_1_FP_24"	"CEC3672_2_FP_6"	"CEC3609_1_TR_24"	"NI_1_TR_3"	"NI_2_TR_3"	"CEC3672_1_TR_6"	"CEC3672_3_TR_24"	"CEC3609_2_FP_3"	"NI_1_TR_24"	"CEC3609_1_FP_6"	"NI_3_TR_3"	"CEC3672_2_FP_3"	"CEC3672_3_FP_24"	"CEC3609_3_FP_6"	"CEC3609_2_FP_24"	"CEC3609_1_TR_3"	"CEC3609_3_FP_24"	"CEC3609_2_TR_3"	"CEC3672_1_FP_3"	"CEC3672_2_TR_6"	"CEC3672_1_FP_6"	"CEC3672_3_FP_6"	"CEC3672_3_FP_3"	"CEC3609_3_TR_3"	"CEC3672_2_TR_24"	"CEC3609_1_FP_24"	"NI_2_TR_6"	"CEC3672_3_TR_3"	"CEC3609_2_TR_24"	"CEC3609_2_TR_6"	"NI_2_TR_24"	"CEC3609_2_FP_6"	"NI_1_TR_6"	"CEC3672_2_TR_3"	"CEC3672_1_TR_24"	"CEC3609_1_FP_3"	"CEC3672_2_FP_24"	"CEC3672_1_TR_3"	"CEC3609_3_TR_6"	"NI_3_TR_24"	"CEC3609_3_FP_3"	"CEC3609_3_TR_24"	"CEC3672_3_TR_6"
"C1_00470C_A"	"Ca22chr1A_C_albicans_SC5314"	74056	75381	"-"	1326	"C1_00470C_A"	NA	"%28orf19.6061%29%20Ortholog%28s%29%20have%20role%20in%20N-acylethanolamine%20metabolic%20process%2C%20N-acylphosphatidylethanolamine%20metabolic%20process%20and%20integral%20component%20of%20mitochondrial%20inner%20membrane%20localization"	611	748	750	562	0	0	879	837	568	0	677	0	819	707	683	527	707	604	690	761	955	815	824	795	639	1257	606	0	818	606	654	0	680	0	838	764	651	687	787	683	0	601	526	823
"C1_00480C_A"	"Ca22chr1A_C_albicans_SC5314"	75573	77828	"-"	2256	"C1_00480C_A"	"GCN20"	"%28orf19.6060%29%20YEF3-subfamily%20ABC%20family%20protein%2C%20predicted%20not%20to%20be%20a%20transporter"	1202	1250	1472	999	0	0	1683	1461	1720	0	1164	0	1629	1150	1128	751	2147	896	1999	1678	1715	1534	1454	1472	1919	2226	877	0	1712	996	1278	0	1147	0	1721	1281	1997	1163	1545	1299	0	1915	971	1641
"C1_00490C_A"	"Ca22chr1A_C_albicans_SC5314"	78008	78367	"-"	360	"C1_00490C_A"	"TTR1"	"%28orf19.6059%29%20Putative%20glutaredoxin%3B%20described%20as%20a%20glutathione%20reductase%3B%20induced%20by%20human%20neutrophils%20and%20benomyl%20treatment%3B%20alkaline%20repressed%3B%20regulated%20by%20Gcn2%20and%20Gcn4%3B%20required%20for%20virulence%20in%20mouse%20model%3B%20Spider%20biofilm%20induced"	344	517	506	567	0	0	491	697	357	0	455	0	689	466	427	403	429	366	393	614	512	609	504	640	378	1332	287	0	572	484	334	0	421	0	542	813	435	418	519	332	0	473	631	479
"C1_00500C_A"	"Ca22chr1A_C_albicans_SC5314"	78641	79669	"-"	1029	"C1_00500C_A"	"GLO1"	"%28orf19.6058%29%20Putative%20monomeric%20glyoxalase%20I%3B%20oxidative%20stress-induced%20via%20Cap1%3B%20flow%20model%20and%20rat%20catheter%20biofilm%20repressed"	318	505	934	699	0	0	852	1064	1147	0	644	0	1407	486	539	352	1588	286	1488	1430	758	1102	982	1349	1400	1641	242	0	1410	618	363	0	521	0	1166	998	1386	427	1105	289	0	1440	848	696
"C1_00510W_A"	"Ca22chr1A_C_albicans_SC5314"	80124	81053	"+"	930	"C1_00510W_A"	NA	"%28orf19.6057%29%20Ortholog%28s%29%20have%203-methyl-2-oxobutanoate%20hydroxymethyltransferase%20activity%2C%20role%20in%20pantothenate%20biosynthetic%20process%2C%20respiratory%20chain%20complex%20IV%20assembly%20and%20mitochondrion%20localization"	412	520	333	413	0	0	402	564	535	0	422	0	391	546	428	463	658	632	563	414	422	433	366	364	519	859	528	0	405	438	401	0	463	0	397	490	601	531	397	465	0	591	422	397
"C1_00520W_A"	"Ca22chr1A_C_albicans_SC5314"	81233	81901	"+"	669	"C1_00520W_A"	NA	"%28orf19.6056%29%20Ortholog%28s%29%20have%20phosphatase%20activity%20and%20role%20in%20dephosphorylation"	560	668	605	645	0	0	598	637	482	0	745	0	635	614	667	615	528	668	536	660	666	694	593	577	441	1054	665	0	603	615	656	0	730	0	626	675	527	590	505	695	0	537	687	699
"C1_00530C_A"	"Ca22chr1A_C_albicans_SC5314"	82117	84558	"-"	2442	"C1_00530C_A"	NA	"%28orf19.6055%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_00460%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_800010%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_125085%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2D09086g"	928	1010	940	684	0	0	1074	791	365	0	838	0	762	877	889	719	495	733	496	761	1133	919	935	683	436	1398	930	0	771	751	780	0	925	0	760	708	426	948	630	903	0	469	486	1143
"C1_00540C_A"	"Ca22chr1A_C_albicans_SC5314"	85080	87248	"-"	2169	"C1_00540C_A"	NA	"%28orf19.6054%29%20Protein%20with%20a%20Bul1%20domain%3B%20binds%20the%20ubiquitin%20ligase%20Rsp5%20and%20is%20involved%20in%20intracellular%20trafficking%20of%20a%20general%20amino%20acid%20permease%20Gap1%3B%20repressed%20in%20an%20azole-resistant%20strain%20overexpressing%20MDR1%3B%20Spider%20biofilm%20induced"	1662	1678	1544	1175	0	0	1804	1586	1166	0	1540	0	1337	1473	1525	1258	1762	1359	1712	1263	1742	1652	1511	1187	1602	2400	1521	0	1339	1328	1686	0	1599	0	1347	1384	1355	1710	1268	1773	0	1483	1028	1762
"C1_00550W_A"	"Ca22chr1A_C_albicans_SC5314"	87900	89810	"+"	1911	"C1_00550W_A"	"CIS2"	"%28orf19.6053%29%20Putative%20role%20in%20regulation%20of%20biogenesis%20of%20the%20cell%20wall%3B%20upregulated%20in%20biofilm%3B%20Gcn4p-regulated"	372	735	316	557	0	0	360	695	272	0	421	0	234	643	374	517	390	590	356	210	378	311	278	181	302	1135	624	0	267	627	400	0	383	0	245	653	332	643	205	428	0	332	492	408
"C1_00560W_A"	"Ca22chr1A_C_albicans_SC5314"	90099	91271	"+"	1173	"C1_00560W_A"	"CNS1"	"%28orf19.6052%29%20Putative%20co-chaperone%3B%20Hap43p-induced%20gene%3B%20mutation%20confers%20hypersensitivity%20to%20radicicol"	1018	1224	1009	986	0	0	1111	1317	1157	0	837	0	929	1113	834	1028	1281	1176	1202	956	1054	1045	1060	917	1042	2067	1142	0	888	1042	901	0	904	0	833	1293	1244	1093	908	1062	0	1202	899	936
"C1_00570C_A"	"Ca22chr1A_C_albicans_SC5314"	91310	93694	"-"	2385	"C1_00570C_A"	NA	"%28orf19.6049%29%20Ortholog%28s%29%20have%20protein%20kinase%20activator%20activity%2C%20role%20in%20protein%20phosphorylation%2C%20regulation%20of%20cytokinesis%20and%20chromosome%20passenger%20complex%2C%20kinetochore%20microtubule%2C%20spindle%20midzone%20localization"	589	712	825	493	0	0	892	684	366	0	749	0	831	643	810	470	439	583	427	856	860	843	859	798	433	1083	549	0	1000	526	582	0	763	0	946	558	458	720	831	628	0	419	456	994
"C1_00580W_A"	"Ca22chr1A_C_albicans_SC5314"	93970	94899	"+"	930	"C1_00580W_A"	NA	"%28orf19.6048%29%20Protein%20of%20unknown%20function%3B%20Spider%20biofilm%20induced"	575	752	700	555	0	0	715	679	155	0	855	0	635	660	788	657	193	673	152	635	692	692	647	691	181	1176	656	0	799	563	637	0	700	0	753	657	169	670	661	607	0	184	590	538
"C1_00590W_A"	"Ca22chr1A_C_albicans_SC5314"	95214	96494	"+"	1281	"C1_00590W_A"	"TUF1"	"%28orf19.6047%29%20Translation%20elongation%20factor%20TU%3B%20macrophage%2Fpseudohyphal-induced%3B%20repressed%20upon%20phagocytosis%20by%20murine%20macrophage%3B%20levels%20decrease%20in%20stationary%20phase%20cells%3B%20Spider%20biofilm%20repressed"	4581	4470	6217	6452	0	1	6560	6698	5505	0	5753	0	8436	4410	5176	3991	7215	3946	6796	8330	6774	6744	6388	8113	6732	10425	3903	0	7256	5724	5353	0	5330	0	7424	5667	6750	4145	6540	5007	1	6175	6789	6413
"C1_00600W_A"	"Ca22chr1A_C_albicans_SC5314"	96816	101423	"+"	4608	"C1_00600W_A"	"APC1"	"%28orf19.6046%29%20Putative%20Anaphase-Promoting%20Complex%2FCyclosome%20subunit%3B%20essential%20for%20growth%3B%20periodic%20mRNA%20expression%2C%20peak%20at%20cell-cycle%20S%2FG2%20phase"	465	564	611	478	0	0	652	626	472	0	576	0	650	509	586	416	635	463	604	600	727	617	662	607	613	1038	461	0	579	491	480	0	586	0	685	537	590	491	564	495	0	617	397	662
"C1_00610W_A"	"Ca22chr1A_C_albicans_SC5314"	101751	103523	"+"	1773	"C1_00610W_A"	"PSD1"	"%28orf19.6045%29%20Phosphatidylserine%20decarboxylase%3B%20involved%20in%20phosphatidylethanolamine%20synthesis%3B%20Spider%20biofilm%20repressed"	2113	2196	2153	2135	0	1	2936	2466	1745	0	2666	0	2664	2131	2533	2072	2463	2312	2349	2576	2824	2616	2153	2440	2284	3592	2313	0	2945	2178	2378	0	2525	2	3051	2103	2121	2126	2607	2263	0	1988	1983	2791
"C1_00620W_A"	"Ca22chr1A_C_albicans_SC5314"	103868	104809	"+"	942	"C1_00620W_A"	"MOB2"	"%28orf19.6044%29%20Mob1%2Fphocein%20domain%20protein%20of%20RAM%20signaling%20network%3B%20cell%20wall%20integrity%3B%20role%20in%20cell%20separation%2C%20cortical%20actin%20polarization%3B%20required%20for%20hyphal%20growth%3B%20phosphorylated%20by%20Cdc28%20on%20hyphal%20induction%3B%20activates%20Cbk1%3B%20mRNA%20binds%20She3"	1056	1062	1014	1046	0	0	1285	950	776	0	1250	0	1147	937	1195	1101	1013	1147	1020	1081	1248	1198	1103	1093	1002	1704	1125	0	1328	1062	1234	0	1175	0	1315	934	849	932	1092	1268	1	887	1041	1147
"C1_00630W_A"	"Ca22chr1A_C_albicans_SC5314"	105179	106924	"+"	1746	"C1_00630W_A"	NA	"%28orf19.6043%29%20Ortholog%28s%29%20have%20mitochondrial%20membrane%20localization"	400	350	645	325	0	0	743	430	260	0	442	0	756	340	470	157	379	188	372	700	755	607	669	789	378	728	167	0	828	239	431	0	417	0	917	439	296	332	727	391	0	259	309	771
"C1_00640C_A"	"Ca22chr1A_C_albicans_SC5314"	107125	111027	"-"	3903	"C1_00640C_A"	"RPO41"	"%28orf19.6041%29%20Putative%20mitochondrial%20RNA%20polymerase%3B%20repressed%20in%20core%20stress%20response%3B%20Spider%20biofilm%20induced"	3086	2970	2733	2879	0	0	3150	3626	3153	0	2510	0	2834	2748	2549	2625	4194	3012	3929	2843	3101	2992	3010	2461	3588	5230	2987	0	2498	3086	3516	0	2871	0	2824	2836	3475	2932	2675	3381	0	3462	2754	3444
"C1_00650C_A"	"Ca22chr1A_C_albicans_SC5314"	111571	112251	"-"	681	"C1_00650C_A"	"SNF7"	"%28orf19.6040%29%20ESCRT%20III%20complex%20protein%3B%20role%20in%20proteolytic%20activation%20of%20Rim101%20and%20Rim8%20processing%2Factivation%3B%20separable%20roles%20in%20RIM101%20pathway%20and%20in%20transport%20from%20MVB%20to%20vacuole%3B%20involved%20in%20echinocandin%20and%20azole%20sensitivity"	1583	1604	1265	1872	0	0	1715	1553	1181	0	1611	0	1313	1584	1547	1981	1554	1917	1518	1289	1707	1476	1321	1182	1344	2492	1954	0	1697	1813	1518	0	1652	0	1511	1545	1480	1617	1350	1719	0	1488	1736	1635
"C1_00660C_A"	"Ca22chr1A_C_albicans_SC5314"	112788	113801	"-"	1014	"C1_00660C_A"	NA	"%28orf19.6039%29%20Ortholog%28s%29%20have%20SNAP%20receptor%20activity%20and%20role%20in%20ER%20to%20Golgi%20vesicle-mediated%20transport%2C%20Golgi%20organization%2C%20intra-Golgi%20vesicle-mediated%20transport%2C%20vesicle%20fusion%20with%20Golgi%20apparatus"	715	782	673	819	0	0	646	761	552	0	872	0	699	659	902	799	704	842	697	658	655	710	682	616	726	1123	822	0	644	707	702	0	894	0	681	638	629	692	590	793	0	648	729	654
"C1_00670C_A"	"Ca22chr1A_C_albicans_SC5314"	114127	115878	"-"	1752	"C1_00670C_A"	"UGA32"	"%28orf19.6038%29%20Predicted%20Zn%28II%292Cys6%20transcription%20factor%3B%20has%20similarity%20to%20S.%20cerevisiae%20Uga3%2C%20a%20transcription%20factor%20involved%20in%20the%20regulation%20of%20gamma-aminobutyrate%20metabolism%20genes%3B%20rat%20catheter%20biofilm%20induced"	607	1026	1367	903	0	0	1913	1256	818	0	843	0	1723	1001	866	599	1277	679	1081	1765	1933	1358	1462	1628	1222	1812	589	0	2179	828	788	0	888	0	2122	1022	950	885	1941	822	0	915	797	1953
"C1_00680W_A"	"Ca22chr1A_C_albicans_SC5314"	117319	119442	"+"	2124	"C1_00680W_A"	"ASM3"	"%28orf19.6037%29%20Putative%20secreted%20acid%20sphingomyelin%20phosphodiesterase%3B%20possible%20Kex2%20substrate%3B%20transcript%20increased%20in%20an%20azole-resistant%20strain%20that%20overexpresses%20MDR1%3B%20flow%20model%20biofilm%20induced%3B%20F-12%2FCO2%20early%20biofilm%20induced"	1751	1292	6347	2258	0	0	9782	2223	4109	0	2271	0	12277	1068	2364	1426	8508	1133	7608	12971	8348	6448	7140	10204	9631	2719	1095	0	18584	1695	2677	0	4117	0	18128	1438	4479	1006	16632	2176	0	4269	1745	12407
"C1_00690W_A"	"Ca22chr1A_C_albicans_SC5314"	119767	122808	"+"	3042	"C1_00690W_A"	"RIC1"	"%28orf19.6036%29%20Ortholog%20of%20S.%20cerevisiae%20Ric1%20guanyl-nucleotide%20exchange%20factor%3B%20mutant%20is%20viable%3B%20rat%20catheter%20biofilm%20repressed"	194	310	422	191	0	0	428	413	288	0	278	0	392	282	291	136	343	133	331	377	330	381	463	382	310	525	134	0	318	145	199	0	334	0	375	326	327	255	382	166	0	368	222	426
"C1_00700W_A"	"Ca22chr1A_C_albicans_SC5314"	123066	123431	"+"	366	"C1_00700W_A"	NA	"%28orf19.6035%29%20Protein%20of%20unknown%20function%3B%20repressed%20by%20nitric%20oxide"	464	359	577	506	0	0	511	448	298	0	453	0	600	425	413	402	350	391	335	529	521	577	664	516	329	707	331	0	537	473	399	0	444	0	550	451	298	377	522	408	0	390	558	464
"C1_00710C_A"	"Ca22chr1A_C_albicans_SC5314"	123869	125597	"-"	1729	"C1_00710C_A"	"TUB2"	"%28orf19.6034%29%20Beta-tubulin%3B%20functional%20homolog%20of%20ScTub2%3B%20overproduction%20makes%20S.%20cerevisiae%20inviable%3B%20has%20two%20introns%3B%20GlcNAc%2C%20hypha%20fluconazole-induced%3B%20slow%20growth%2C%20ectopic%20expression%20increases%20white-to%20opaque%20switch%3B%20rat%20catheter%20biofilm%20repressed"	2485	2131	2919	3315	0	0	4217	3786	7369	0	3449	0	4065	1911	3158	2023	8809	1728	8192	3848	3935	3508	3364	3790	8184	5531	1633	0	4084	3085	3058	0	3103	0	4014	3190	8036	1806	3716	2467	0	8196	3866	4182
"C1_00720W_A"	"Ca22chr1A_C_albicans_SC5314"	126521	126612	"+"	92	"C1_00720W_A"	"tP%28UGG%293"	"%28tP%28UGG%293%29%20tRNA-Pro%2C%20predicted%20by%20tRNAscan-SE%3B%20UGG%20anticodon"	1	0	0	0	0	0	0	0	2	0	1	0	1	0	2	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	1	0
"C1_00730C_A"	"Ca22chr1A_C_albicans_SC5314"	126791	128620	"-"	1830	"C1_00730C_A"	"CMP1"	"%28orf19.6033%29%20Catalytic%20subunit%20of%20calcineurin%20%28Ca%5B2%2B%5D-calmodulin-regulated%20S%2FT%20protein%20phosphatase%29%3B%20required%20for%20wild-type%20virulence%2C%20resistance%20to%20high%20pH%2C%20Na%28%2B%29%2C%20Li%28%2B%29%2C%20Mn%282%2B%29%2C%20and%20fluconazole%20tolerance%3B%20micafungin%20is%20fungicidal%20to%20null%20mutant"	1357	1280	1412	1086	0	0	1835	1311	1581	0	1248	0	1758	1085	1271	942	1985	1055	1892	1681	1761	1464	1595	1470	1994	2181	928	0	1919	1002	1400	0	1203	0	1853	1164	1614	1126	1569	1363	0	1726	1033	1899
"C1_00740C_A"	"Ca22chr1A_C_albicans_SC5314"	129260	130681	"-"	1422	"C1_00740C_A"	"SPE1"	"%28orf19.6032%29%20Ornithine%20decarboxylase%3B%20enzyme%20of%20polyamine%20biosynthesis%3B%20mutant%20is%20viable%3B%20functionally%20complements%20polyamine%20auxotrophy%20of%20S.%20cerevisiae%20spe1%20mutant%3B%20downregulated%20upon%20adherence%20to%20polystyrene"	2465	3080	2693	2410	0	0	3063	3374	3462	0	1856	0	2608	2626	1963	2234	3774	2603	3462	2622	2928	2711	2801	2335	3363	5274	2373	0	2245	2537	2436	0	2206	0	2393	3149	3455	2558	2290	2439	0	3974	2409	3224
"C1_00750C_A"	"Ca22chr1A_C_albicans_SC5314"	131413	133938	"-"	2526	"C1_00750C_A"	"VPS27"	"%28orf19.6031%29%20Putative%20ESCRT-0%20complex%20protein%20with%20a%20role%20in%20multivesicular%20body%20%28MVB%29%20trafficking"	1368	1541	1103	1431	0	0	1316	1412	906	0	1640	0	1044	1404	1829	1557	1194	1468	1098	913	1235	1255	1083	1030	1019	2038	1580	0	1119	1394	1586	0	1807	0	1147	1218	979	1554	994	1524	0	1014	1357	1263
"C1_00760W_A"	"Ca22chr1A_C_albicans_SC5314"	134254	134913	"+"	660	"C1_00760W_A"	NA	"%28orf19.6030%29%20Protein%20of%20unknown%20function%3B%20transcript%20detected%20on%20high-resolution%20tiling%20arrays"	617	827	650	836	0	0	730	805	528	0	977	0	748	803	853	822	605	810	598	698	744	770	678	675	577	1385	707	0	815	715	646	0	811	0	732	886	588	761	651	759	0	587	760	640
"C1_00770C_A"	"Ca22chr1A_C_albicans_SC5314"	135654	136436	"-"	783	"C1_00770C_A"	"ROT1"	"%28orf19.6029%29%20Similar%20to%20S.%20cerevisiae%20Rot1p%2C%20which%20is%20involved%20in%20cell%20wall%201%2C6-beta-glucan%20biosynthesis%3B%20has%20predicted%20transmembrane%20region%3B%20possibly%20an%20essential%20gene%2C%20disruptants%20not%20obtained%20by%20UAU1%20method"	323	532	319	335	0	0	362	495	366	0	308	0	400	457	279	366	474	413	337	421	350	362	385	350	358	768	344	0	317	326	374	0	348	0	394	462	311	437	325	339	0	378	338	391
"C1_00780C_A"	"Ca22chr1A_C_albicans_SC5314"	138574	140931	"-"	2358	"C1_00780C_A"	"HGC1"	"%28orf19.6028%29%20Hypha-specific%20G1%20cyclin-related%20protein%20involved%20in%20regulation%20of%20morphogenesis%2C%20biofilm%20formation%3B%20Cdc28-Hgc1%20maintains%20Cdc11%20S394%20phosphorylation%20during%20hyphal%20growth%3B%20required%20for%20virulence%20in%20mice%3B%20regulated%20by%20Nrg1%2C%20Tup1%2C%20farnesol"	2088	1114	1960	1124	0	0	4206	1205	1723	0	1811	0	1663	1051	1973	974	2224	961	2195	1572	4053	2157	2248	1477	2200	1643	1053	0	3289	1298	2611	0	1859	0	3649	950	1747	1089	3287	2627	0	1988	962	4924
"C1_00790W_A"	"Ca22chr1A_C_albicans_SC5314"	150607	151707	"+"	1101	"C1_00790W_A"	NA	"%28orf19.6027%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_00740%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_110170%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_133175%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2D09724g"	100	211	151	123	0	0	172	206	63	0	145	0	139	160	178	156	70	162	87	118	153	125	142	127	84	274	164	0	175	155	126	0	145	0	166	149	85	148	118	120	0	78	130	154
"C1_00800C_A"	"Ca22chr1A_C_albicans_SC5314"	154633	155286	"-"	654	"C1_00800C_A"	"ERG2"	"%28orf19.6026%29%20C-8%20sterol%20isomerase%3B%20enzyme%20of%20ergosterol%20biosynthesis%3B%20converts%20fecosterol%20to%20episterol%3B%20mutant%20is%20hypersensitive%20to%20multiple%20drugs%3B%20ketoconazole-induced%3B%20flow%20model%20and%20Spider%20biofilm%20repressed"	359	472	703	605	0	0	663	876	1576	0	487	0	927	499	470	422	1732	435	1502	865	702	627	772	897	1438	1369	448	0	813	631	496	0	532	0	804	813	1787	478	754	437	0	1755	691	742
"C1_00810W_A"	"Ca22chr1A_C_albicans_SC5314"	155443	156324	"+"	882	"C1_00810W_A"	NA	"%28orf19.6025%29%20Ortholog%28s%29%20have%20N-acetylglucosaminyldiphosphodolichol%20N-acetylglucosaminyltransferase%20activity%20and%20role%20in%20dolichol-linked%20oligosaccharide%20biosynthetic%20process"	56	89	62	90	0	0	50	126	91	0	55	0	78	82	55	109	98	121	73	56	50	58	80	67	92	168	80	0	69	119	44	0	56	0	61	103	82	89	74	57	0	108	96	48
"C1_00820W_A"	"Ca22chr1A_C_albicans_SC5314"	156643	157689	"+"	1047	"C1_00820W_A"	NA	"%28orf19.6024%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_00770%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_112621%2C%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2D09812g%20and%20Pichia%20stipitis%20Pignal%20%3A%20PICST_61958"	258	482	329	281	0	0	327	393	179	0	326	0	239	409	317	409	198	378	147	258	290	268	345	315	192	542	405	0	256	294	237	0	355	0	245	349	145	436	268	250	0	199	280	340
"C1_00830W_A"	"Ca22chr1A_C_albicans_SC5314"	158725	160524	"+"	1800	"C1_00830W_A"	NA	"%28orf19.6023%29%20Protein%20with%20a%20predicted%20multidrug%20transporter%20domain%3B%20Hap43-repressed%20gene"	339	512	455	389	0	0	629	553	335	0	346	0	503	456	337	286	407	379	369	416	654	438	458	483	398	952	373	0	417	363	367	0	269	0	512	546	351	439	448	362	0	394	370	582
"C1_00840C_A"	"Ca22chr1A_C_albicans_SC5314"	160942	162672	"-"	1731	"C1_00840C_A"	"NRM1"	"%28orf19.6022%29%20Transcriptional%20regulator%20of%20cell%20cycle%20gene%20expression%3B%20regulates%20expression%20of%20genes%20involved%20in%20DNA%20replication%20stress%3B%20interacts%20with%20Swi4%20and%20Swi6%3B%20repressed%20during%20core%20stress%20response%3B%20Spider%20biofilm%20repressed"	508	254	625	366	0	0	625	508	1210	0	821	0	1299	239	856	194	1375	175	1331	1129	593	791	826	1175	1326	663	215	0	695	300	630	0	774	0	874	461	1191	288	762	574	0	1395	371	645
"C1_00850W_A"	"Ca22chr1A_C_albicans_SC5314"	167077	167823	"+"	747	"C1_00850W_A"	"IHD2"	"%28orf19.6021%29%20Protein%20of%20unknown%20function%3B%20induced%20during%20hyphae%20development%3B%20induced%20in%20low%20iron%3B%20Spider%20biofilm%20induced"	414	576	623	820	0	0	853	825	752	0	658	0	931	505	569	454	797	319	720	938	804	777	806	906	862	1194	303	0	932	627	393	0	584	0	853	776	794	464	823	421	0	833	971	750
"C1_00860W_A"	"Ca22chr1A_C_albicans_SC5314"	168533	169534	"+"	1002	"C1_00860W_A"	NA	"%28orf19.6020%29%20Ortholog%28s%29%20have%20Atg8%20ligase%20activity%20and%20role%20in%20C-terminal%20protein%20lipidation%2C%20autophagosome%20assembly%2C%20autophagy%20of%20mitochondrion%2C%20late%20nucleophagy%2C%20piecemeal%20microautophagy%20of%20the%20nucleus%2C%20protein%20localization%20by%20the%20Cvt%20pathway"	460	764	457	660	0	0	552	709	261	0	485	0	483	638	467	616	361	584	327	448	518	512	554	475	320	1008	575	0	549	647	450	0	525	0	613	615	290	676	496	434	0	339	664	561
"C1_00870W_A"	"Ca22chr1A_C_albicans_SC5314"	170158	172254	"+"	2097	"C1_00870W_A"	"LRO1"	"%28orf19.6018%29%20Acyltransferase%20that%20catalyzes%20diacylglycerol%20esterification%20of%20phospholipids%3B%20role%20in%20lipid%20storage%2C%20triglyceride%20biosynthesis%3B%20flow%20model%20biofilm%20repressed"	934	1036	1124	843	0	1	1227	1286	1201	0	1153	0	1219	997	1054	649	1717	705	1629	1145	1173	1213	1125	1123	1616	2060	703	0	1366	842	1099	0	1150	0	1387	1116	1419	1025	1203	906	0	1515	767	1245
"C1_00880W_A"	"Ca22chr1A_C_albicans_SC5314"	174459	176084	"+"	1626	"C1_00880W_A"	NA	"%28orf19.6017%29%20Protein%20of%20unknown%20function%3B%20Spider%20biofilm%20induced"	152	225	238	214	0	0	216	293	60	0	196	0	139	264	222	152	61	175	39	101	201	206	177	116	50	437	128	0	113	175	170	0	191	0	136	288	67	251	70	152	0	77	233	178
"C1_00890W_A"	"Ca22chr1A_C_albicans_SC5314"	176325	178475	"+"	2151	"C1_00890W_A"	"GEM1"	"%28orf19.6016%29%20Putative%20outer%20mitochondrial%20membrane%20GTPase%2C%20subunit%20of%20the%20ERMES%20complex%3B%20required%20for%20mitochondrial%20morphology%20and%20invasive%20growth"	653	701	563	527	0	0	618	616	450	0	758	0	684	650	781	532	469	603	408	582	577	602	673	642	435	956	564	0	579	464	674	0	847	0	694	612	430	669	584	675	0	464	451	577
"C1_00900W_A"	"Ca22chr1A_C_albicans_SC5314"	178690	179307	"+"	618	"C1_00900W_A"	"RRS1"	"%28orf19.6014%29%20Putative%20ribosome%20biogenesis%20and%20nuclear%20export%20protein%3B%20Hap43p-induced%20gene%3B%20mutation%20confers%20hypersensitivity%20to%205-fluorocytosine%20%285-FC%29%2C%205-fluorouracil%20%285-FU%29%2C%20and%20tubercidin%20%287-deazaadenosine%29"	2006	2194	1926	1925	0	0	2231	2728	3000	0	1455	0	2026	2229	1489	1856	3546	2090	3227	2150	2168	1980	2068	1636	2713	3929	1948	0	1801	1843	1980	0	1768	0	2013	2566	3272	2015	1893	2057	0	3269	1779	2280
"C1_00910W_A"	"Ca22chr1A_C_albicans_SC5314"	179823	180829	"+"	1007	"C1_00910W_A"	NA	"%28orf19.6013%29%20Has%20domain%28s%29%20with%20predicted%20DNA%20binding%20activity"	507	513	498	389	0	0	639	444	458	0	494	0	505	447	497	327	562	306	529	499	651	554	517	528	595	682	274	0	620	350	501	0	533	0	667	450	511	440	604	547	0	570	354	565
"C1_00920W_A"	"Ca22chr1A_C_albicans_SC5314"	181403	185239	"+"	3837	"C1_00920W_A"	NA	"%28orf19.6012%29%20Ortholog%20of%20S.%20cerevisiae%20%3A%20YOR296W%2C%20C.%20glabrata%20CBS138%20%3A%20CAGL0G07579g%2C%20C.%20dubliniensis%20CD36%20%3A%20Cd36_00870%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_110020%20and%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_93196"	647	673	677	606	0	0	712	686	525	0	763	0	716	654	821	565	569	647	564	651	784	692	684	629	623	1046	610	0	865	697	750	0	823	0	793	553	502	641	731	779	0	619	561	752
