Geneid	Chr	Start	End	Strand	Length	Name	Gene	Note	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A1.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A2.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A3.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A4.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A5.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A6.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A7.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A8.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A9.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A10.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A11.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A12.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B1.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B2.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B3.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B4.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B5.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A6.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B7.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B8.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B9.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B10.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B11.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B12.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C1.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C2.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C3.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C4.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C5.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C6.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C7.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C8.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C9.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C10.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C11.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C12.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D1.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D2.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D3.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D4.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D5.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D6.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D7.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D8.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D9.bam
C1_00420W_A	Ca22chr1A_C_albicans_SC5314	67843	68814	+	972	C1_00420W_A	NA	%28orf19.6065%29%20RNA%20polymerase%20II%20holoenzyme%2Fmediator%20subunit%3B%20regulated%20by%20Mig1%2C%20Tup1%3B%20amphotericin%20B%2C%20caspofungin%20repressed%3B%20protein%20present%20in%20exponential%20and%20stationary%20growth%20phase%20yeast%3B%20Hap43-repressed%3B%20Spider%20biofilm%20repressed	0	0	0	1259	1141	1144	1089	1312	1436	1019	928	1165	1111	1138	1076	0	0	1144	1182	1301	1252	1129	1194	989	1251	1044	1215	990	929	922	0	0	0	1164	1199	1204	1236	2036	1378	1245	1452	1459	1541	1387	1347
C1_00430W_A	Ca22chr1A_C_albicans_SC5314	69226	70902	+	1677	C1_00430W_A	NA	%28orf19.6064%29%20Ortholog%28s%29%20have%20phosphatidylinositol-3%2C5-bisphosphate%20binding%2C%20phosphatidylinositol-3-phosphate%20binding%2C%20phosphatidylinositol-4-phosphate%20binding%2C%20ubiquitin%20binding%20activity	0	0	0	764	748	736	792	931	903	577	510	657	698	718	749	0	0	736	1110	1174	1150	1026	966	962	1241	1148	1233	878	784	747	0	0	0	1161	1192	1110	1006	1708	1077	1570	1362	1612	1371	1297	1310
C1_00440W_A	Ca22chr1A_C_albicans_SC5314	71068	72581	+	1514	C1_00440W_A	UBP6	%28orf19.6063%29%20Putative%20ubiquitin-specific%20protease%20of%20the%2026S%20proteasome%3B%20oxidative%20stress-induced%20via%20Cap1p	0	0	0	2471	2416	2100	1780	1954	2027	2250	2093	2269	2044	2145	1837	0	0	2100	1584	1700	1717	2041	2006	1897	1936	2027	1844	1945	1837	1857	0	0	0	1881	1641	1894	1841	3106	2155	1676	1683	1591	1696	1704	1743
C1_00450C_A	Ca22chr1A_C_albicans_SC5314	72741	73283	-	543	C1_00450C_A	NA	%28orf19.6062.3%29%20Mitochondrial%20protein%3B%20component%20of%20the%20mitochondrial%20inner%20membrane%20organizing%20system%20%3B%20role%20in%20maintenance%20of%20crista%20junctions%20and%20inner%20membrane%20architecture%3B%20Spider%20biofilm%20repressed	0	0	0	674	660	653	904	997	1007	627	622	681	976	986	891	0	0	653	810	795	753	1181	1201	1097	751	771	752	1062	1010	1095	0	0	0	863	814	838	1034	1779	1108	654	680	704	890	852	874
C1_00460W_A	Ca22chr1A_C_albicans_SC5314	73580	73900	+	321	C1_00460W_A	NA	%28orf19.6062%29%20Putative%20TIM23%20translocase%20complex%20subunit%3B%20membrane-localized%3B%20Hap43-repressed	0	0	0	876	858	764	1071	1156	1091	835	634	747	1047	1104	1071	0	0	764	1248	1404	1420	1088	1237	1121	1660	1461	1555	1164	1041	1028	0	0	1	1498	1311	1340	961	1728	1154	1411	1536	1306	990	1039	1076
C1_00470C_A	Ca22chr1A_C_albicans_SC5314	74056	75381	-	1326	C1_00470C_A	NA	%28orf19.6061%29%20Ortholog%28s%29%20have%20role%20in%20N-acylethanolamine%20metabolic%20process%2C%20N-acylphosphatidylethanolamine%20metabolic%20process%20and%20integral%20component%20of%20mitochondrial%20inner%20membrane%20localization	0	0	0	707	690	639	787	838	818	651	568	601	761	819	795	0	0	639	611	654	683	879	955	823	677	680	683	815	750	824	0	0	0	562	606	526	764	1257	837	606	527	604	748	687	707
C1_00480C_A	Ca22chr1A_C_albicans_SC5314	75573	77828	-	2256	C1_00480C_A	GCN20	%28orf19.6060%29%20YEF3-subfamily%20ABC%20family%20protein%2C%20predicted%20not%20to%20be%20a%20transporter	0	0	0	2147	1999	1919	1545	1721	1712	1997	1720	1915	1678	1629	1472	0	0	1919	1202	1278	1299	1683	1715	1641	1164	1147	1128	1534	1472	1454	0	0	0	999	996	971	1281	2226	1461	877	751	896	1250	1163	1150
C1_00490C_A	Ca22chr1A_C_albicans_SC5314	78008	78367	-	360	C1_00490C_A	TTR1	%28orf19.6059%29%20Putative%20glutaredoxin%3B%20described%20as%20a%20glutathione%20reductase%3B%20induced%20by%20human%20neutrophils%20and%20benomyl%20treatment%3B%20alkaline%20repressed%3B%20regulated%20by%20Gcn2%20and%20Gcn4%3B%20required%20for%20virulence%20in%20mouse%20model%3B%20Spider%20biofilm%20induced	0	0	0	429	393	378	519	542	572	435	357	473	614	689	640	0	0	378	344	334	332	491	512	479	455	421	427	609	506	504	0	0	0	567	484	631	813	1332	697	287	403	366	517	418	466
C1_00500C_A	Ca22chr1A_C_albicans_SC5314	78641	79669	-	1029	C1_00500C_A	GLO1	%28orf19.6058%29%20Putative%20monomeric%20glyoxalase%20I%3B%20oxidative%20stress-induced%20via%20Cap1%3B%20flow%20model%20and%20rat%20catheter%20biofilm%20repressed	0	0	0	1588	1488	1400	1105	1166	1410	1386	1147	1440	1430	1407	1349	0	0	1400	318	363	289	852	758	696	644	521	539	1102	934	982	0	0	0	699	618	848	998	1641	1064	242	352	286	505	427	486
C1_00510W_A	Ca22chr1A_C_albicans_SC5314	80124	81053	+	930	C1_00510W_A	NA	%28orf19.6057%29%20Ortholog%28s%29%20have%203-methyl-2-oxobutanoate%20hydroxymethyltransferase%20activity%2C%20role%20in%20pantothenate%20biosynthetic%20process%2C%20respiratory%20chain%20complex%20IV%20assembly%20and%20mitochondrion%20localization	0	0	0	658	563	519	397	397	405	601	535	591	414	391	364	0	0	519	412	401	465	402	422	397	422	463	428	433	333	366	0	0	0	413	438	422	490	859	564	528	463	632	520	531	546
C1_00520W_A	Ca22chr1A_C_albicans_SC5314	81233	81901	+	669	C1_00520W_A	NA	%28orf19.6056%29%20Ortholog%28s%29%20have%20phosphatase%20activity%20and%20role%20in%20dephosphorylation	0	0	0	528	536	441	505	626	603	527	482	537	660	635	577	0	0	441	560	656	695	598	666	699	745	730	667	694	605	593	0	0	0	645	615	687	675	1054	637	665	615	668	668	590	614
C1_00530C_A	Ca22chr1A_C_albicans_SC5314	82117	84558	-	2442	C1_00530C_A	NA	%28orf19.6055%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_00460%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_800010%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_125085%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2D09086g	0	0	0	495	496	436	630	760	771	426	365	469	761	762	683	0	0	436	928	780	903	1074	1133	1143	838	925	889	919	940	935	0	0	0	684	751	486	708	1398	791	930	719	733	1010	948	877
C1_00540C_A	Ca22chr1A_C_albicans_SC5314	85080	87248	-	2169	C1_00540C_A	NA	%28orf19.6054%29%20Protein%20with%20a%20Bul1%20domain%3B%20binds%20the%20ubiquitin%20ligase%20Rsp5%20and%20is%20involved%20in%20intracellular%20trafficking%20of%20a%20general%20amino%20acid%20permease%20Gap1%3B%20repressed%20in%20an%20azole-resistant%20strain%20overexpressing%20MDR1%3B%20Spider%20biofilm%20induced	0	0	0	1762	1712	1602	1268	1347	1339	1355	1166	1483	1263	1337	1187	0	0	1602	1662	1686	1773	1804	1742	1762	1540	1599	1525	1652	1544	1511	0	0	0	1175	1328	1028	1384	2400	1586	1521	1258	1359	1678	1710	1473
C1_00550W_A	Ca22chr1A_C_albicans_SC5314	87900	89810	+	1911	C1_00550W_A	CIS2	%28orf19.6053%29%20Putative%20role%20in%20regulation%20of%20biogenesis%20of%20the%20cell%20wall%3B%20upregulated%20in%20biofilm%3B%20Gcn4p-regulated	0	0	0	390	356	302	205	245	267	332	272	332	210	234	181	0	0	302	372	400	428	360	378	408	421	383	374	311	316	278	0	0	0	557	627	492	653	1135	695	624	517	590	735	643	643
C1_00560W_A	Ca22chr1A_C_albicans_SC5314	90099	91271	+	1173	C1_00560W_A	CNS1	%28orf19.6052%29%20Putative%20co-chaperone%3B%20Hap43p-induced%20gene%3B%20mutation%20confers%20hypersensitivity%20to%20radicicol	0	0	0	1281	1202	1042	908	833	888	1244	1157	1202	956	929	917	0	0	1042	1018	901	1062	1111	1054	936	837	904	834	1045	1009	1060	0	0	0	986	1042	899	1293	2067	1317	1142	1028	1176	1224	1093	1113
C1_00570C_A	Ca22chr1A_C_albicans_SC5314	91310	93694	-	2385	C1_00570C_A	NA	%28orf19.6049%29%20Ortholog%28s%29%20have%20protein%20kinase%20activator%20activity%2C%20role%20in%20protein%20phosphorylation%2C%20regulation%20of%20cytokinesis%20and%20chromosome%20passenger%20complex%2C%20kinetochore%20microtubule%2C%20spindle%20midzone%20localization	0	0	0	439	427	433	831	946	1000	458	366	419	856	831	798	0	0	433	589	582	628	892	860	994	749	763	810	843	825	859	0	0	0	493	526	456	558	1083	684	549	470	583	712	720	643
C1_00580W_A	Ca22chr1A_C_albicans_SC5314	93970	94899	+	930	C1_00580W_A	NA	%28orf19.6048%29%20Protein%20of%20unknown%20function%3B%20Spider%20biofilm%20induced	0	0	0	193	152	181	661	753	799	169	155	184	635	635	691	0	0	181	575	637	607	715	692	538	855	700	788	692	700	647	0	0	0	555	563	590	657	1176	679	656	657	673	752	670	660
C1_00590W_A	Ca22chr1A_C_albicans_SC5314	95214	96494	+	1281	C1_00590W_A	TUF1	%28orf19.6047%29%20Translation%20elongation%20factor%20TU%3B%20macrophage%2Fpseudohyphal-induced%3B%20repressed%20upon%20phagocytosis%20by%20murine%20macrophage%3B%20levels%20decrease%20in%20stationary%20phase%20cells%3B%20Spider%20biofilm%20repressed	0	1	0	7215	6796	6732	6540	7424	7256	6750	5505	6175	8330	8436	8113	0	0	6732	4581	5353	5007	6560	6774	6413	5753	5330	5176	6744	6217	6388	0	0	1	6452	5724	6789	5667	10425	6698	3903	3991	3946	4470	4145	4410
C1_00600W_A	Ca22chr1A_C_albicans_SC5314	96816	101423	+	4608	C1_00600W_A	APC1	%28orf19.6046%29%20Putative%20Anaphase-Promoting%20Complex%2FCyclosome%20subunit%3B%20essential%20for%20growth%3B%20periodic%20mRNA%20expression%2C%20peak%20at%20cell-cycle%20S%2FG2%20phase	0	0	0	635	604	613	564	685	579	590	472	617	600	650	607	0	0	613	465	480	495	652	727	662	576	586	586	617	611	662	0	0	0	478	491	397	537	1038	626	461	416	463	564	491	509
C1_00610W_A	Ca22chr1A_C_albicans_SC5314	101751	103523	+	1773	C1_00610W_A	PSD1	%28orf19.6045%29%20Phosphatidylserine%20decarboxylase%3B%20involved%20in%20phosphatidylethanolamine%20synthesis%3B%20Spider%20biofilm%20repressed	0	1	0	2463	2349	2284	2607	3051	2945	2121	1745	1988	2576	2664	2440	2	0	2284	2113	2378	2263	2936	2824	2791	2666	2525	2533	2616	2153	2153	0	0	0	2135	2178	1983	2103	3592	2466	2313	2072	2312	2196	2126	2131
C1_00620W_A	Ca22chr1A_C_albicans_SC5314	103868	104809	+	942	C1_00620W_A	MOB2	%28orf19.6044%29%20Mob1%2Fphocein%20domain%20protein%20of%20RAM%20signaling%20network%3B%20cell%20wall%20integrity%3B%20role%20in%20cell%20separation%2C%20cortical%20actin%20polarization%3B%20required%20for%20hyphal%20growth%3B%20phosphorylated%20by%20Cdc28%20on%20hyphal%20induction%3B%20activates%20Cbk1%3B%20mRNA%20binds%20She3	0	0	0	1013	1020	1002	1092	1315	1328	849	776	887	1081	1147	1093	0	0	1002	1056	1234	1268	1285	1248	1147	1250	1175	1195	1198	1014	1103	0	0	1	1046	1062	1041	934	1704	950	1125	1101	1147	1062	932	937
C1_00630W_A	Ca22chr1A_C_albicans_SC5314	105179	106924	+	1746	C1_00630W_A	NA	%28orf19.6043%29%20Ortholog%28s%29%20have%20mitochondrial%20membrane%20localization	0	0	0	379	372	378	727	917	828	296	260	259	700	756	789	0	0	378	400	431	391	743	755	771	442	417	470	607	645	669	0	0	0	325	239	309	439	728	430	167	157	188	350	332	340
C1_00640C_A	Ca22chr1A_C_albicans_SC5314	107125	111027	-	3903	C1_00640C_A	RPO41	%28orf19.6041%29%20Putative%20mitochondrial%20RNA%20polymerase%3B%20repressed%20in%20core%20stress%20response%3B%20Spider%20biofilm%20induced	0	0	0	4194	3929	3588	2675	2824	2498	3475	3153	3462	2843	2834	2461	0	0	3588	3086	3516	3381	3150	3101	3444	2510	2871	2549	2992	2733	3010	0	0	0	2879	3086	2754	2836	5230	3626	2987	2625	3012	2970	2932	2748
C1_00650C_A	Ca22chr1A_C_albicans_SC5314	111571	112251	-	681	C1_00650C_A	SNF7	%28orf19.6040%29%20ESCRT%20III%20complex%20protein%3B%20role%20in%20proteolytic%20activation%20of%20Rim101%20and%20Rim8%20processing%2Factivation%3B%20separable%20roles%20in%20RIM101%20pathway%20and%20in%20transport%20from%20MVB%20to%20vacuole%3B%20involved%20in%20echinocandin%20and%20azole%20sensitivity	0	0	0	1554	1518	1344	1350	1511	1697	1480	1181	1488	1289	1313	1182	0	0	1344	1583	1518	1719	1715	1707	1635	1611	1652	1547	1476	1265	1321	0	0	0	1872	1813	1736	1545	2492	1553	1954	1981	1917	1604	1617	1584
C1_00660C_A	Ca22chr1A_C_albicans_SC5314	112788	113801	-	1014	C1_00660C_A	NA	%28orf19.6039%29%20Ortholog%28s%29%20have%20SNAP%20receptor%20activity%20and%20role%20in%20ER%20to%20Golgi%20vesicle-mediated%20transport%2C%20Golgi%20organization%2C%20intra-Golgi%20vesicle-mediated%20transport%2C%20vesicle%20fusion%20with%20Golgi%20apparatus	0	0	0	704	697	726	590	681	644	629	552	648	658	699	616	0	0	726	715	702	793	646	655	654	872	894	902	710	673	682	0	0	0	819	707	729	638	1123	761	822	799	842	782	692	659
C1_00670C_A	Ca22chr1A_C_albicans_SC5314	114127	115878	-	1752	C1_00670C_A	UGA32	%28orf19.6038%29%20Predicted%20Zn%28II%292Cys6%20transcription%20factor%3B%20has%20similarity%20to%20S.%20cerevisiae%20Uga3%2C%20a%20transcription%20factor%20involved%20in%20the%20regulation%20of%20gamma-aminobutyrate%20metabolism%20genes%3B%20rat%20catheter%20biofilm%20induced	0	0	0	1277	1081	1222	1941	2122	2179	950	818	915	1765	1723	1628	0	0	1222	607	788	822	1913	1933	1953	843	888	866	1358	1367	1462	0	0	0	903	828	797	1022	1812	1256	589	599	679	1026	885	1001
C1_00680W_A	Ca22chr1A_C_albicans_SC5314	117319	119442	+	2124	C1_00680W_A	ASM3	%28orf19.6037%29%20Putative%20secreted%20acid%20sphingomyelin%20phosphodiesterase%3B%20possible%20Kex2%20substrate%3B%20transcript%20increased%20in%20an%20azole-resistant%20strain%20that%20overexpresses%20MDR1%3B%20flow%20model%20biofilm%20induced%3B%20F-12%2FCO2%20early%20biofilm%20induced	0	0	0	8508	7608	9631	16632	18128	18584	4479	4109	4269	12971	12277	10204	0	0	9631	1751	2677	2176	9782	8348	12407	2271	4117	2364	6448	6347	7140	0	0	0	2258	1695	1745	1438	2719	2223	1095	1426	1133	1292	1006	1068
C1_00690W_A	Ca22chr1A_C_albicans_SC5314	119767	122808	+	3042	C1_00690W_A	RIC1	%28orf19.6036%29%20Ortholog%20of%20S.%20cerevisiae%20Ric1%20guanyl-nucleotide%20exchange%20factor%3B%20mutant%20is%20viable%3B%20rat%20catheter%20biofilm%20repressed	0	0	0	343	331	310	382	375	318	327	288	368	377	392	382	0	0	310	194	199	166	428	330	426	278	334	291	381	422	463	0	0	0	191	145	222	326	525	413	134	136	133	310	255	282
C1_00700W_A	Ca22chr1A_C_albicans_SC5314	123066	123431	+	366	C1_00700W_A	NA	%28orf19.6035%29%20Protein%20of%20unknown%20function%3B%20repressed%20by%20nitric%20oxide	0	0	0	350	335	329	522	550	537	298	298	390	529	600	516	0	0	329	464	399	408	511	521	464	453	444	413	577	577	664	0	0	0	506	473	558	451	707	448	331	402	391	359	377	425
C1_00710C_A	Ca22chr1A_C_albicans_SC5314	123869	125597	-	1729	C1_00710C_A	TUB2	%28orf19.6034%29%20Beta-tubulin%3B%20functional%20homolog%20of%20ScTub2%3B%20overproduction%20makes%20S.%20cerevisiae%20inviable%3B%20has%20two%20introns%3B%20GlcNAc%2C%20hypha%20fluconazole-induced%3B%20slow%20growth%2C%20ectopic%20expression%20increases%20white-to%20opaque%20switch%3B%20rat%20catheter%20biofilm%20repressed	0	0	0	8809	8192	8184	3716	4014	4084	8036	7369	8196	3848	4065	3790	0	0	8184	2485	3058	2467	4217	3935	4182	3449	3103	3158	3508	2919	3364	0	0	0	3315	3085	3866	3190	5531	3786	1633	2023	1728	2131	1806	1911
C1_00720W_A	Ca22chr1A_C_albicans_SC5314	126521	126612	+	92	C1_00720W_A	tP%28UGG%293	%28tP%28UGG%293%29%20tRNA-Pro%2C%20predicted%20by%20tRNAscan-SE%3B%20UGG%20anticodon	0	0	0	2	0	2	0	0	0	1	2	2	0	1	0	0	0	2	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
C1_00730C_A	Ca22chr1A_C_albicans_SC5314	126791	128620	-	1830	C1_00730C_A	CMP1	%28orf19.6033%29%20Catalytic%20subunit%20of%20calcineurin%20%28Ca%5B2%2B%5D-calmodulin-regulated%20S%2FT%20protein%20phosphatase%29%3B%20required%20for%20wild-type%20virulence%2C%20resistance%20to%20high%20pH%2C%20Na%28%2B%29%2C%20Li%28%2B%29%2C%20Mn%282%2B%29%2C%20and%20fluconazole%20tolerance%3B%20micafungin%20is%20fungicidal%20to%20null%20mutant	0	0	0	1985	1892	1994	1569	1853	1919	1614	1581	1726	1681	1758	1470	0	0	1994	1357	1400	1363	1835	1761	1899	1248	1203	1271	1464	1412	1595	0	0	0	1086	1002	1033	1164	2181	1311	928	942	1055	1280	1126	1085
C1_00740C_A	Ca22chr1A_C_albicans_SC5314	129260	130681	-	1422	C1_00740C_A	SPE1	%28orf19.6032%29%20Ornithine%20decarboxylase%3B%20enzyme%20of%20polyamine%20biosynthesis%3B%20mutant%20is%20viable%3B%20functionally%20complements%20polyamine%20auxotrophy%20of%20S.%20cerevisiae%20spe1%20mutant%3B%20downregulated%20upon%20adherence%20to%20polystyrene	0	0	0	3774	3462	3363	2290	2393	2245	3455	3462	3974	2622	2608	2335	0	0	3363	2465	2436	2439	3063	2928	3224	1856	2206	1963	2711	2693	2801	0	0	0	2410	2537	2409	3149	5274	3374	2373	2234	2603	3080	2558	2626
C1_00750C_A	Ca22chr1A_C_albicans_SC5314	131413	133938	-	2526	C1_00750C_A	VPS27	%28orf19.6031%29%20Putative%20ESCRT-0%20complex%20protein%20with%20a%20role%20in%20multivesicular%20body%20%28MVB%29%20trafficking	0	0	0	1194	1098	1019	994	1147	1119	979	906	1014	913	1044	1030	0	0	1019	1368	1586	1524	1316	1235	1263	1640	1807	1829	1255	1103	1083	0	0	0	1431	1394	1357	1218	2038	1412	1580	1557	1468	1541	1554	1404
C1_00760W_A	Ca22chr1A_C_albicans_SC5314	134254	134913	+	660	C1_00760W_A	NA	%28orf19.6030%29%20Protein%20of%20unknown%20function%3B%20transcript%20detected%20on%20high-resolution%20tiling%20arrays	0	0	0	605	598	577	651	732	815	588	528	587	698	748	675	0	0	577	617	646	759	730	744	640	977	811	853	770	650	678	0	0	0	836	715	760	886	1385	805	707	822	810	827	761	803
C1_00770C_A	Ca22chr1A_C_albicans_SC5314	135654	136436	-	783	C1_00770C_A	ROT1	%28orf19.6029%29%20Similar%20to%20S.%20cerevisiae%20Rot1p%2C%20which%20is%20involved%20in%20cell%20wall%201%2C6-beta-glucan%20biosynthesis%3B%20has%20predicted%20transmembrane%20region%3B%20possibly%20an%20essential%20gene%2C%20disruptants%20not%20obtained%20by%20UAU1%20method	0	0	0	474	337	358	325	394	317	311	366	378	421	400	350	0	0	358	323	374	339	362	350	391	308	348	279	362	319	385	0	0	0	335	326	338	462	768	495	344	366	413	532	437	457
C1_00780C_A	Ca22chr1A_C_albicans_SC5314	138574	140931	-	2358	C1_00780C_A	HGC1	%28orf19.6028%29%20Hypha-specific%20G1%20cyclin-related%20protein%20involved%20in%20regulation%20of%20morphogenesis%2C%20biofilm%20formation%3B%20Cdc28-Hgc1%20maintains%20Cdc11%20S394%20phosphorylation%20during%20hyphal%20growth%3B%20required%20for%20virulence%20in%20mice%3B%20regulated%20by%20Nrg1%2C%20Tup1%2C%20farnesol	0	0	0	2224	2195	2200	3287	3649	3289	1747	1723	1988	1572	1663	1477	0	0	2200	2088	2611	2627	4206	4053	4924	1811	1859	1973	2157	1960	2248	0	0	0	1124	1298	962	950	1643	1205	1053	974	961	1114	1089	1051
C1_00790W_A	Ca22chr1A_C_albicans_SC5314	150607	151707	+	1101	C1_00790W_A	NA	%28orf19.6027%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_00740%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_110170%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_133175%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2D09724g	0	0	0	70	87	84	118	166	175	85	63	78	118	139	127	0	0	84	100	126	120	172	153	154	145	145	178	125	151	142	0	0	0	123	155	130	149	274	206	164	156	162	211	148	160
C1_00800C_A	Ca22chr1A_C_albicans_SC5314	154633	155286	-	654	C1_00800C_A	ERG2	%28orf19.6026%29%20C-8%20sterol%20isomerase%3B%20enzyme%20of%20ergosterol%20biosynthesis%3B%20converts%20fecosterol%20to%20episterol%3B%20mutant%20is%20hypersensitive%20to%20multiple%20drugs%3B%20ketoconazole-induced%3B%20flow%20model%20and%20Spider%20biofilm%20repressed	0	0	0	1732	1502	1438	754	804	813	1787	1576	1755	865	927	897	0	0	1438	359	496	437	663	702	742	487	532	470	627	703	772	0	0	0	605	631	691	813	1369	876	448	422	435	472	478	499
C1_00810W_A	Ca22chr1A_C_albicans_SC5314	155443	156324	+	882	C1_00810W_A	NA	%28orf19.6025%29%20Ortholog%28s%29%20have%20N-acetylglucosaminyldiphosphodolichol%20N-acetylglucosaminyltransferase%20activity%20and%20role%20in%20dolichol-linked%20oligosaccharide%20biosynthetic%20process	0	0	0	98	73	92	74	61	69	82	91	108	56	78	67	0	0	92	56	44	57	50	50	48	55	56	55	58	62	80	0	0	0	90	119	96	103	168	126	80	109	121	89	89	82
C1_00820W_A	Ca22chr1A_C_albicans_SC5314	156643	157689	+	1047	C1_00820W_A	NA	%28orf19.6024%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_00770%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_112621%2C%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2D09812g%20and%20Pichia%20stipitis%20Pignal%20%3A%20PICST_61958	0	0	0	198	147	192	268	245	256	145	179	199	258	239	315	0	0	192	258	237	250	327	290	340	326	355	317	268	329	345	0	0	0	281	294	280	349	542	393	405	409	378	482	436	409
C1_00830W_A	Ca22chr1A_C_albicans_SC5314	158725	160524	+	1800	C1_00830W_A	NA	%28orf19.6023%29%20Protein%20with%20a%20predicted%20multidrug%20transporter%20domain%3B%20Hap43-repressed%20gene	0	0	0	407	369	398	448	512	417	351	335	394	416	503	483	0	0	398	339	367	362	629	654	582	346	269	337	438	455	458	0	0	0	389	363	370	546	952	553	373	286	379	512	439	456
C1_00840C_A	Ca22chr1A_C_albicans_SC5314	160942	162672	-	1731	C1_00840C_A	NRM1	%28orf19.6022%29%20Transcriptional%20regulator%20of%20cell%20cycle%20gene%20expression%3B%20regulates%20expression%20of%20genes%20involved%20in%20DNA%20replication%20stress%3B%20interacts%20with%20Swi4%20and%20Swi6%3B%20repressed%20during%20core%20stress%20response%3B%20Spider%20biofilm%20repressed	0	0	0	1375	1331	1326	762	874	695	1191	1210	1395	1129	1299	1175	0	0	1326	508	630	574	625	593	645	821	774	856	791	625	826	0	0	0	366	300	371	461	663	508	215	194	175	254	288	239
C1_00850W_A	Ca22chr1A_C_albicans_SC5314	167077	167823	+	747	C1_00850W_A	IHD2	%28orf19.6021%29%20Protein%20of%20unknown%20function%3B%20induced%20during%20hyphae%20development%3B%20induced%20in%20low%20iron%3B%20Spider%20biofilm%20induced	0	0	0	797	720	862	823	853	932	794	752	833	938	931	906	0	0	862	414	393	421	853	804	750	658	584	569	777	623	806	0	0	0	820	627	971	776	1194	825	303	454	319	576	464	505
