"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"Name"	"Gene"	"Note"	"CEC3609_1_TR_3"	"CEC3672_1_FP_24"	"CEC3609_1_TR_6"	"NI_2_TR_3"	"CEC3609_2_FP_3"	"CEC3672_2_TR_24"	"CEC3672_1_TR_6"	"CEC3609_3_FP_3"	"CEC3672_2_TR_3"	"CEC3672_1_TR_24"	"CEC3609_1_FP_3"	"CEC3609_3_TR_24"	"CEC3672_3_FP_3"	"NI_3_TR_24"	"CEC3609_3_TR_6"	"CEC3672_3_TR_24"	"NI_1_TR_24"	"CEC3672_1_TR_3"	"NI_2_TR_24"	"NI_3_TR_3"	"CEC3672_3_FP_24"	"NI_2_TR_6"	"CEC3609_2_FP_24"	"CEC3609_2_TR_3"	"CEC3609_3_FP_24"	"CEC3672_2_FP_24"	"CEC3609_1_FP_24"	"CEC3672_3_TR_6"	"CEC3672_3_TR_3"	"CEC3609_3_FP_6"	"CEC3609_2_TR_6"	"CEC3609_2_FP_6"	"CEC3609_1_TR_24"	"CEC3609_1_FP_6"	"CEC3672_2_FP_6"	"CEC3672_2_TR_6"	"CEC3672_1_FP_3"	"CEC3672_1_FP_6"	"CEC3609_2_TR_24"	"NI_1_TR_6"	"NI_1_TR_3"	"CEC3672_3_FP_6"	"CEC3609_3_TR_3"	"CEC3672_2_FP_3"
"C1_00470C_A"	"Ca22chr1A_C_albicans_SC5314"	74056	75381	"-"	1326	"C1_00470C_A"	NA	"%28orf19.6061%29%20Ortholog%28s%29%20have%20role%20in%20N-acylethanolamine%20metabolic%20process%2C%20N-acylphosphatidylethanolamine%20metabolic%20process%20and%20integral%20component%20of%20mitochondrial%20inner%20membrane%20localization"	707	748	611	0	568	1257	879	601	838	764	651	526	795	0	683	837	0	787	0	0	707	0	527	690	604	687	606	823	818	683	654	680	562	677	750	955	761	815	606	0	0	824	639	819
"C1_00480C_A"	"Ca22chr1A_C_albicans_SC5314"	75573	77828	"-"	2256	"C1_00480C_A"	"GCN20"	"%28orf19.6060%29%20YEF3-subfamily%20ABC%20family%20protein%2C%20predicted%20not%20to%20be%20a%20transporter"	2147	1250	1202	0	1720	2226	1683	1915	1721	1281	1997	971	1472	0	1299	1461	0	1545	0	0	1150	0	751	1999	896	1163	877	1641	1712	1128	1278	1147	999	1164	1472	1715	1678	1534	996	0	0	1454	1919	1629
"C1_00490C_A"	"Ca22chr1A_C_albicans_SC5314"	78008	78367	"-"	360	"C1_00490C_A"	"TTR1"	"%28orf19.6059%29%20Putative%20glutaredoxin%3B%20described%20as%20a%20glutathione%20reductase%3B%20induced%20by%20human%20neutrophils%20and%20benomyl%20treatment%3B%20alkaline%20repressed%3B%20regulated%20by%20Gcn2%20and%20Gcn4%3B%20required%20for%20virulence%20in%20mouse%20model%3B%20Spider%20biofilm%20induced"	429	517	344	0	357	1332	491	473	542	813	435	631	640	0	332	697	0	519	0	0	466	0	403	393	366	418	287	479	572	427	334	421	567	455	506	512	614	609	484	0	0	504	378	689
"C1_00500C_A"	"Ca22chr1A_C_albicans_SC5314"	78641	79669	"-"	1029	"C1_00500C_A"	"GLO1"	"%28orf19.6058%29%20Putative%20monomeric%20glyoxalase%20I%3B%20oxidative%20stress-induced%20via%20Cap1%3B%20flow%20model%20and%20rat%20catheter%20biofilm%20repressed"	1588	505	318	0	1147	1641	852	1440	1166	998	1386	848	1349	0	289	1064	0	1105	0	0	486	0	352	1488	286	427	242	696	1410	539	363	521	699	644	934	758	1430	1102	618	0	0	982	1400	1407
"C1_00510W_A"	"Ca22chr1A_C_albicans_SC5314"	80124	81053	"+"	930	"C1_00510W_A"	NA	"%28orf19.6057%29%20Ortholog%28s%29%20have%203-methyl-2-oxobutanoate%20hydroxymethyltransferase%20activity%2C%20role%20in%20pantothenate%20biosynthetic%20process%2C%20respiratory%20chain%20complex%20IV%20assembly%20and%20mitochondrion%20localization"	658	520	412	0	535	859	402	591	397	490	601	422	364	0	465	564	0	397	0	0	546	0	463	563	632	531	528	397	405	428	401	463	413	422	333	422	414	433	438	0	0	366	519	391
"C1_00520W_A"	"Ca22chr1A_C_albicans_SC5314"	81233	81901	"+"	669	"C1_00520W_A"	NA	"%28orf19.6056%29%20Ortholog%28s%29%20have%20phosphatase%20activity%20and%20role%20in%20dephosphorylation"	528	668	560	0	482	1054	598	537	626	675	527	687	577	0	695	637	0	505	0	0	614	0	615	536	668	590	665	699	603	667	656	730	645	745	605	666	660	694	615	0	0	593	441	635
"C1_00530C_A"	"Ca22chr1A_C_albicans_SC5314"	82117	84558	"-"	2442	"C1_00530C_A"	NA	"%28orf19.6055%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_00460%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_800010%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_125085%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2D09086g"	495	1010	928	0	365	1398	1074	469	760	708	426	486	683	0	903	791	0	630	0	0	877	0	719	496	733	948	930	1143	771	889	780	925	684	838	940	1133	761	919	751	0	0	935	436	762
"C1_00540C_A"	"Ca22chr1A_C_albicans_SC5314"	85080	87248	"-"	2169	"C1_00540C_A"	NA	"%28orf19.6054%29%20Protein%20with%20a%20Bul1%20domain%3B%20binds%20the%20ubiquitin%20ligase%20Rsp5%20and%20is%20involved%20in%20intracellular%20trafficking%20of%20a%20general%20amino%20acid%20permease%20Gap1%3B%20repressed%20in%20an%20azole-resistant%20strain%20overexpressing%20MDR1%3B%20Spider%20biofilm%20induced"	1762	1678	1662	0	1166	2400	1804	1483	1347	1384	1355	1028	1187	0	1773	1586	0	1268	0	0	1473	0	1258	1712	1359	1710	1521	1762	1339	1525	1686	1599	1175	1540	1544	1742	1263	1652	1328	0	0	1511	1602	1337
"C1_00550W_A"	"Ca22chr1A_C_albicans_SC5314"	87900	89810	"+"	1911	"C1_00550W_A"	"CIS2"	"%28orf19.6053%29%20Putative%20role%20in%20regulation%20of%20biogenesis%20of%20the%20cell%20wall%3B%20upregulated%20in%20biofilm%3B%20Gcn4p-regulated"	390	735	372	0	272	1135	360	332	245	653	332	492	181	0	428	695	0	205	0	0	643	0	517	356	590	643	624	408	267	374	400	383	557	421	316	378	210	311	627	0	0	278	302	234
"C1_00560W_A"	"Ca22chr1A_C_albicans_SC5314"	90099	91271	"+"	1173	"C1_00560W_A"	"CNS1"	"%28orf19.6052%29%20Putative%20co-chaperone%3B%20Hap43p-induced%20gene%3B%20mutation%20confers%20hypersensitivity%20to%20radicicol"	1281	1224	1018	0	1157	2067	1111	1202	833	1293	1244	899	917	0	1062	1317	0	908	0	0	1113	0	1028	1202	1176	1093	1142	936	888	834	901	904	986	837	1009	1054	956	1045	1042	0	0	1060	1042	929
"C1_00570C_A"	"Ca22chr1A_C_albicans_SC5314"	91310	93694	"-"	2385	"C1_00570C_A"	NA	"%28orf19.6049%29%20Ortholog%28s%29%20have%20protein%20kinase%20activator%20activity%2C%20role%20in%20protein%20phosphorylation%2C%20regulation%20of%20cytokinesis%20and%20chromosome%20passenger%20complex%2C%20kinetochore%20microtubule%2C%20spindle%20midzone%20localization"	439	712	589	0	366	1083	892	419	946	558	458	456	798	0	628	684	0	831	0	0	643	0	470	427	583	720	549	994	1000	810	582	763	493	749	825	860	856	843	526	0	0	859	433	831
"C1_00580W_A"	"Ca22chr1A_C_albicans_SC5314"	93970	94899	"+"	930	"C1_00580W_A"	NA	"%28orf19.6048%29%20Protein%20of%20unknown%20function%3B%20Spider%20biofilm%20induced"	193	752	575	0	155	1176	715	184	753	657	169	590	691	0	607	679	0	661	0	0	660	0	657	152	673	670	656	538	799	788	637	700	555	855	700	692	635	692	563	0	0	647	181	635
"C1_00590W_A"	"Ca22chr1A_C_albicans_SC5314"	95214	96494	"+"	1281	"C1_00590W_A"	"TUF1"	"%28orf19.6047%29%20Translation%20elongation%20factor%20TU%3B%20macrophage%2Fpseudohyphal-induced%3B%20repressed%20upon%20phagocytosis%20by%20murine%20macrophage%3B%20levels%20decrease%20in%20stationary%20phase%20cells%3B%20Spider%20biofilm%20repressed"	7215	4470	4581	1	5505	10425	6560	6175	7424	5667	6750	6789	8113	1	5007	6698	0	6540	0	0	4410	0	3991	6796	3946	4145	3903	6413	7256	5176	5353	5330	6452	5753	6217	6774	8330	6744	5724	0	0	6388	6732	8436
"C1_00600W_A"	"Ca22chr1A_C_albicans_SC5314"	96816	101423	"+"	4608	"C1_00600W_A"	"APC1"	"%28orf19.6046%29%20Putative%20Anaphase-Promoting%20Complex%2FCyclosome%20subunit%3B%20essential%20for%20growth%3B%20periodic%20mRNA%20expression%2C%20peak%20at%20cell-cycle%20S%2FG2%20phase"	635	564	465	0	472	1038	652	617	685	537	590	397	607	0	495	626	0	564	0	0	509	0	416	604	463	491	461	662	579	586	480	586	478	576	611	727	600	617	491	0	0	662	613	650
"C1_00610W_A"	"Ca22chr1A_C_albicans_SC5314"	101751	103523	"+"	1773	"C1_00610W_A"	"PSD1"	"%28orf19.6045%29%20Phosphatidylserine%20decarboxylase%3B%20involved%20in%20phosphatidylethanolamine%20synthesis%3B%20Spider%20biofilm%20repressed"	2463	2196	2113	1	1745	3592	2936	1988	3051	2103	2121	1983	2440	0	2263	2466	0	2607	0	0	2131	0	2072	2349	2312	2126	2313	2791	2945	2533	2378	2525	2135	2666	2153	2824	2576	2616	2178	2	0	2153	2284	2664
"C1_00620W_A"	"Ca22chr1A_C_albicans_SC5314"	103868	104809	"+"	942	"C1_00620W_A"	"MOB2"	"%28orf19.6044%29%20Mob1%2Fphocein%20domain%20protein%20of%20RAM%20signaling%20network%3B%20cell%20wall%20integrity%3B%20role%20in%20cell%20separation%2C%20cortical%20actin%20polarization%3B%20required%20for%20hyphal%20growth%3B%20phosphorylated%20by%20Cdc28%20on%20hyphal%20induction%3B%20activates%20Cbk1%3B%20mRNA%20binds%20She3"	1013	1062	1056	0	776	1704	1285	887	1315	934	849	1041	1093	1	1268	950	0	1092	0	0	937	0	1101	1020	1147	932	1125	1147	1328	1195	1234	1175	1046	1250	1014	1248	1081	1198	1062	0	0	1103	1002	1147
"C1_00630W_A"	"Ca22chr1A_C_albicans_SC5314"	105179	106924	"+"	1746	"C1_00630W_A"	NA	"%28orf19.6043%29%20Ortholog%28s%29%20have%20mitochondrial%20membrane%20localization"	379	350	400	0	260	728	743	259	917	439	296	309	789	0	391	430	0	727	0	0	340	0	157	372	188	332	167	771	828	470	431	417	325	442	645	755	700	607	239	0	0	669	378	756
"C1_00640C_A"	"Ca22chr1A_C_albicans_SC5314"	107125	111027	"-"	3903	"C1_00640C_A"	"RPO41"	"%28orf19.6041%29%20Putative%20mitochondrial%20RNA%20polymerase%3B%20repressed%20in%20core%20stress%20response%3B%20Spider%20biofilm%20induced"	4194	2970	3086	0	3153	5230	3150	3462	2824	2836	3475	2754	2461	0	3381	3626	0	2675	0	0	2748	0	2625	3929	3012	2932	2987	3444	2498	2549	3516	2871	2879	2510	2733	3101	2843	2992	3086	0	0	3010	3588	2834
"C1_00650C_A"	"Ca22chr1A_C_albicans_SC5314"	111571	112251	"-"	681	"C1_00650C_A"	"SNF7"	"%28orf19.6040%29%20ESCRT%20III%20complex%20protein%3B%20role%20in%20proteolytic%20activation%20of%20Rim101%20and%20Rim8%20processing%2Factivation%3B%20separable%20roles%20in%20RIM101%20pathway%20and%20in%20transport%20from%20MVB%20to%20vacuole%3B%20involved%20in%20echinocandin%20and%20azole%20sensitivity"	1554	1604	1583	0	1181	2492	1715	1488	1511	1545	1480	1736	1182	0	1719	1553	0	1350	0	0	1584	0	1981	1518	1917	1617	1954	1635	1697	1547	1518	1652	1872	1611	1265	1707	1289	1476	1813	0	0	1321	1344	1313
"C1_00660C_A"	"Ca22chr1A_C_albicans_SC5314"	112788	113801	"-"	1014	"C1_00660C_A"	NA	"%28orf19.6039%29%20Ortholog%28s%29%20have%20SNAP%20receptor%20activity%20and%20role%20in%20ER%20to%20Golgi%20vesicle-mediated%20transport%2C%20Golgi%20organization%2C%20intra-Golgi%20vesicle-mediated%20transport%2C%20vesicle%20fusion%20with%20Golgi%20apparatus"	704	782	715	0	552	1123	646	648	681	638	629	729	616	0	793	761	0	590	0	0	659	0	799	697	842	692	822	654	644	902	702	894	819	872	673	655	658	710	707	0	0	682	726	699
"C1_00670C_A"	"Ca22chr1A_C_albicans_SC5314"	114127	115878	"-"	1752	"C1_00670C_A"	"UGA32"	"%28orf19.6038%29%20Predicted%20Zn%28II%292Cys6%20transcription%20factor%3B%20has%20similarity%20to%20S.%20cerevisiae%20Uga3%2C%20a%20transcription%20factor%20involved%20in%20the%20regulation%20of%20gamma-aminobutyrate%20metabolism%20genes%3B%20rat%20catheter%20biofilm%20induced"	1277	1026	607	0	818	1812	1913	915	2122	1022	950	797	1628	0	822	1256	0	1941	0	0	1001	0	599	1081	679	885	589	1953	2179	866	788	888	903	843	1367	1933	1765	1358	828	0	0	1462	1222	1723
"C1_00680W_A"	"Ca22chr1A_C_albicans_SC5314"	117319	119442	"+"	2124	"C1_00680W_A"	"ASM3"	"%28orf19.6037%29%20Putative%20secreted%20acid%20sphingomyelin%20phosphodiesterase%3B%20possible%20Kex2%20substrate%3B%20transcript%20increased%20in%20an%20azole-resistant%20strain%20that%20overexpresses%20MDR1%3B%20flow%20model%20biofilm%20induced%3B%20F-12%2FCO2%20early%20biofilm%20induced"	8508	1292	1751	0	4109	2719	9782	4269	18128	1438	4479	1745	10204	0	2176	2223	0	16632	0	0	1068	0	1426	7608	1133	1006	1095	12407	18584	2364	2677	4117	2258	2271	6347	8348	12971	6448	1695	0	0	7140	9631	12277
"C1_00690W_A"	"Ca22chr1A_C_albicans_SC5314"	119767	122808	"+"	3042	"C1_00690W_A"	"RIC1"	"%28orf19.6036%29%20Ortholog%20of%20S.%20cerevisiae%20Ric1%20guanyl-nucleotide%20exchange%20factor%3B%20mutant%20is%20viable%3B%20rat%20catheter%20biofilm%20repressed"	343	310	194	0	288	525	428	368	375	326	327	222	382	0	166	413	0	382	0	0	282	0	136	331	133	255	134	426	318	291	199	334	191	278	422	330	377	381	145	0	0	463	310	392
"C1_00700W_A"	"Ca22chr1A_C_albicans_SC5314"	123066	123431	"+"	366	"C1_00700W_A"	NA	"%28orf19.6035%29%20Protein%20of%20unknown%20function%3B%20repressed%20by%20nitric%20oxide"	350	359	464	0	298	707	511	390	550	451	298	558	516	0	408	448	0	522	0	0	425	0	402	335	391	377	331	464	537	413	399	444	506	453	577	521	529	577	473	0	0	664	329	600
"C1_00710C_A"	"Ca22chr1A_C_albicans_SC5314"	123869	125597	"-"	1729	"C1_00710C_A"	"TUB2"	"%28orf19.6034%29%20Beta-tubulin%3B%20functional%20homolog%20of%20ScTub2%3B%20overproduction%20makes%20S.%20cerevisiae%20inviable%3B%20has%20two%20introns%3B%20GlcNAc%2C%20hypha%20fluconazole-induced%3B%20slow%20growth%2C%20ectopic%20expression%20increases%20white-to%20opaque%20switch%3B%20rat%20catheter%20biofilm%20repressed"	8809	2131	2485	0	7369	5531	4217	8196	4014	3190	8036	3866	3790	0	2467	3786	0	3716	0	0	1911	0	2023	8192	1728	1806	1633	4182	4084	3158	3058	3103	3315	3449	2919	3935	3848	3508	3085	0	0	3364	8184	4065
"C1_00720W_A"	"Ca22chr1A_C_albicans_SC5314"	126521	126612	"+"	92	"C1_00720W_A"	"tP%28UGG%293"	"%28tP%28UGG%293%29%20tRNA-Pro%2C%20predicted%20by%20tRNAscan-SE%3B%20UGG%20anticodon"	2	0	1	0	2	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	2	1
"C1_00730C_A"	"Ca22chr1A_C_albicans_SC5314"	126791	128620	"-"	1830	"C1_00730C_A"	"CMP1"	"%28orf19.6033%29%20Catalytic%20subunit%20of%20calcineurin%20%28Ca%5B2%2B%5D-calmodulin-regulated%20S%2FT%20protein%20phosphatase%29%3B%20required%20for%20wild-type%20virulence%2C%20resistance%20to%20high%20pH%2C%20Na%28%2B%29%2C%20Li%28%2B%29%2C%20Mn%282%2B%29%2C%20and%20fluconazole%20tolerance%3B%20micafungin%20is%20fungicidal%20to%20null%20mutant"	1985	1280	1357	0	1581	2181	1835	1726	1853	1164	1614	1033	1470	0	1363	1311	0	1569	0	0	1085	0	942	1892	1055	1126	928	1899	1919	1271	1400	1203	1086	1248	1412	1761	1681	1464	1002	0	0	1595	1994	1758
"C1_00740C_A"	"Ca22chr1A_C_albicans_SC5314"	129260	130681	"-"	1422	"C1_00740C_A"	"SPE1"	"%28orf19.6032%29%20Ornithine%20decarboxylase%3B%20enzyme%20of%20polyamine%20biosynthesis%3B%20mutant%20is%20viable%3B%20functionally%20complements%20polyamine%20auxotrophy%20of%20S.%20cerevisiae%20spe1%20mutant%3B%20downregulated%20upon%20adherence%20to%20polystyrene"	3774	3080	2465	0	3462	5274	3063	3974	2393	3149	3455	2409	2335	0	2439	3374	0	2290	0	0	2626	0	2234	3462	2603	2558	2373	3224	2245	1963	2436	2206	2410	1856	2693	2928	2622	2711	2537	0	0	2801	3363	2608
"C1_00750C_A"	"Ca22chr1A_C_albicans_SC5314"	131413	133938	"-"	2526	"C1_00750C_A"	"VPS27"	"%28orf19.6031%29%20Putative%20ESCRT-0%20complex%20protein%20with%20a%20role%20in%20multivesicular%20body%20%28MVB%29%20trafficking"	1194	1541	1368	0	906	2038	1316	1014	1147	1218	979	1357	1030	0	1524	1412	0	994	0	0	1404	0	1557	1098	1468	1554	1580	1263	1119	1829	1586	1807	1431	1640	1103	1235	913	1255	1394	0	0	1083	1019	1044
"C1_00760W_A"	"Ca22chr1A_C_albicans_SC5314"	134254	134913	"+"	660	"C1_00760W_A"	NA	"%28orf19.6030%29%20Protein%20of%20unknown%20function%3B%20transcript%20detected%20on%20high-resolution%20tiling%20arrays"	605	827	617	0	528	1385	730	587	732	886	588	760	675	0	759	805	0	651	0	0	803	0	822	598	810	761	707	640	815	853	646	811	836	977	650	744	698	770	715	0	0	678	577	748
"C1_00770C_A"	"Ca22chr1A_C_albicans_SC5314"	135654	136436	"-"	783	"C1_00770C_A"	"ROT1"	"%28orf19.6029%29%20Similar%20to%20S.%20cerevisiae%20Rot1p%2C%20which%20is%20involved%20in%20cell%20wall%201%2C6-beta-glucan%20biosynthesis%3B%20has%20predicted%20transmembrane%20region%3B%20possibly%20an%20essential%20gene%2C%20disruptants%20not%20obtained%20by%20UAU1%20method"	474	532	323	0	366	768	362	378	394	462	311	338	350	0	339	495	0	325	0	0	457	0	366	337	413	437	344	391	317	279	374	348	335	308	319	350	421	362	326	0	0	385	358	400
"C1_00780C_A"	"Ca22chr1A_C_albicans_SC5314"	138574	140931	"-"	2358	"C1_00780C_A"	"HGC1"	"%28orf19.6028%29%20Hypha-specific%20G1%20cyclin-related%20protein%20involved%20in%20regulation%20of%20morphogenesis%2C%20biofilm%20formation%3B%20Cdc28-Hgc1%20maintains%20Cdc11%20S394%20phosphorylation%20during%20hyphal%20growth%3B%20required%20for%20virulence%20in%20mice%3B%20regulated%20by%20Nrg1%2C%20Tup1%2C%20farnesol"	2224	1114	2088	0	1723	1643	4206	1988	3649	950	1747	962	1477	0	2627	1205	0	3287	0	0	1051	0	974	2195	961	1089	1053	4924	3289	1973	2611	1859	1124	1811	1960	4053	1572	2157	1298	0	0	2248	2200	1663
"C1_00790W_A"	"Ca22chr1A_C_albicans_SC5314"	150607	151707	"+"	1101	"C1_00790W_A"	NA	"%28orf19.6027%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_00740%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_110170%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_133175%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2D09724g"	70	211	100	0	63	274	172	78	166	149	85	130	127	0	120	206	0	118	0	0	160	0	156	87	162	148	164	154	175	178	126	145	123	145	151	153	118	125	155	0	0	142	84	139
"C1_00800C_A"	"Ca22chr1A_C_albicans_SC5314"	154633	155286	"-"	654	"C1_00800C_A"	"ERG2"	"%28orf19.6026%29%20C-8%20sterol%20isomerase%3B%20enzyme%20of%20ergosterol%20biosynthesis%3B%20converts%20fecosterol%20to%20episterol%3B%20mutant%20is%20hypersensitive%20to%20multiple%20drugs%3B%20ketoconazole-induced%3B%20flow%20model%20and%20Spider%20biofilm%20repressed"	1732	472	359	0	1576	1369	663	1755	804	813	1787	691	897	0	437	876	0	754	0	0	499	0	422	1502	435	478	448	742	813	470	496	532	605	487	703	702	865	627	631	0	0	772	1438	927
"C1_00810W_A"	"Ca22chr1A_C_albicans_SC5314"	155443	156324	"+"	882	"C1_00810W_A"	NA	"%28orf19.6025%29%20Ortholog%28s%29%20have%20N-acetylglucosaminyldiphosphodolichol%20N-acetylglucosaminyltransferase%20activity%20and%20role%20in%20dolichol-linked%20oligosaccharide%20biosynthetic%20process"	98	89	56	0	91	168	50	108	61	103	82	96	67	0	57	126	0	74	0	0	82	0	109	73	121	89	80	48	69	55	44	56	90	55	62	50	56	58	119	0	0	80	92	78
"C1_00820W_A"	"Ca22chr1A_C_albicans_SC5314"	156643	157689	"+"	1047	"C1_00820W_A"	NA	"%28orf19.6024%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_00770%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_112621%2C%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2D09812g%20and%20Pichia%20stipitis%20Pignal%20%3A%20PICST_61958"	198	482	258	0	179	542	327	199	245	349	145	280	315	0	250	393	0	268	0	0	409	0	409	147	378	436	405	340	256	317	237	355	281	326	329	290	258	268	294	0	0	345	192	239
"C1_00830W_A"	"Ca22chr1A_C_albicans_SC5314"	158725	160524	"+"	1800	"C1_00830W_A"	NA	"%28orf19.6023%29%20Protein%20with%20a%20predicted%20multidrug%20transporter%20domain%3B%20Hap43-repressed%20gene"	407	512	339	0	335	952	629	394	512	546	351	370	483	0	362	553	0	448	0	0	456	0	286	369	379	439	373	582	417	337	367	269	389	346	455	654	416	438	363	0	0	458	398	503
"C1_00840C_A"	"Ca22chr1A_C_albicans_SC5314"	160942	162672	"-"	1731	"C1_00840C_A"	"NRM1"	"%28orf19.6022%29%20Transcriptional%20regulator%20of%20cell%20cycle%20gene%20expression%3B%20regulates%20expression%20of%20genes%20involved%20in%20DNA%20replication%20stress%3B%20interacts%20with%20Swi4%20and%20Swi6%3B%20repressed%20during%20core%20stress%20response%3B%20Spider%20biofilm%20repressed"	1375	254	508	0	1210	663	625	1395	874	461	1191	371	1175	0	574	508	0	762	0	0	239	0	194	1331	175	288	215	645	695	856	630	774	366	821	625	593	1129	791	300	0	0	826	1326	1299
"C1_00850W_A"	"Ca22chr1A_C_albicans_SC5314"	167077	167823	"+"	747	"C1_00850W_A"	"IHD2"	"%28orf19.6021%29%20Protein%20of%20unknown%20function%3B%20induced%20during%20hyphae%20development%3B%20induced%20in%20low%20iron%3B%20Spider%20biofilm%20induced"	797	576	414	0	752	1194	853	833	853	776	794	971	906	0	421	825	0	823	0	0	505	0	454	720	319	464	303	750	932	569	393	584	820	658	623	804	938	777	627	0	0	806	862	931
"C1_00860W_A"	"Ca22chr1A_C_albicans_SC5314"	168533	169534	"+"	1002	"C1_00860W_A"	NA	"%28orf19.6020%29%20Ortholog%28s%29%20have%20Atg8%20ligase%20activity%20and%20role%20in%20C-terminal%20protein%20lipidation%2C%20autophagosome%20assembly%2C%20autophagy%20of%20mitochondrion%2C%20late%20nucleophagy%2C%20piecemeal%20microautophagy%20of%20the%20nucleus%2C%20protein%20localization%20by%20the%20Cvt%20pathway"	361	764	460	0	261	1008	552	339	613	615	290	664	475	0	434	709	0	496	0	0	638	0	616	327	584	676	575	561	549	467	450	525	660	485	457	518	448	512	647	0	0	554	320	483
"C1_00870W_A"	"Ca22chr1A_C_albicans_SC5314"	170158	172254	"+"	2097	"C1_00870W_A"	"LRO1"	"%28orf19.6018%29%20Acyltransferase%20that%20catalyzes%20diacylglycerol%20esterification%20of%20phospholipids%3B%20role%20in%20lipid%20storage%2C%20triglyceride%20biosynthesis%3B%20flow%20model%20biofilm%20repressed"	1717	1036	934	1	1201	2060	1227	1515	1387	1116	1419	767	1123	0	906	1286	0	1203	0	0	997	0	649	1629	705	1025	703	1245	1366	1054	1099	1150	843	1153	1124	1173	1145	1213	842	0	0	1125	1616	1219
"C1_00880W_A"	"Ca22chr1A_C_albicans_SC5314"	174459	176084	"+"	1626	"C1_00880W_A"	NA	"%28orf19.6017%29%20Protein%20of%20unknown%20function%3B%20Spider%20biofilm%20induced"	61	225	152	0	60	437	216	77	136	288	67	233	116	0	152	293	0	70	0	0	264	0	152	39	175	251	128	178	113	222	170	191	214	196	238	201	101	206	175	0	0	177	50	139
"C1_00890W_A"	"Ca22chr1A_C_albicans_SC5314"	176325	178475	"+"	2151	"C1_00890W_A"	"GEM1"	"%28orf19.6016%29%20Putative%20outer%20mitochondrial%20membrane%20GTPase%2C%20subunit%20of%20the%20ERMES%20complex%3B%20required%20for%20mitochondrial%20morphology%20and%20invasive%20growth"	469	701	653	0	450	956	618	464	694	612	430	451	642	0	675	616	0	584	0	0	650	0	532	408	603	669	564	577	579	781	674	847	527	758	563	577	582	602	464	0	0	673	435	684
"C1_00900W_A"	"Ca22chr1A_C_albicans_SC5314"	178690	179307	"+"	618	"C1_00900W_A"	"RRS1"	"%28orf19.6014%29%20Putative%20ribosome%20biogenesis%20and%20nuclear%20export%20protein%3B%20Hap43p-induced%20gene%3B%20mutation%20confers%20hypersensitivity%20to%205-fluorocytosine%20%285-FC%29%2C%205-fluorouracil%20%285-FU%29%2C%20and%20tubercidin%20%287-deazaadenosine%29"	3546	2194	2006	0	3000	3929	2231	3269	2013	2566	3272	1779	1636	0	2057	2728	0	1893	0	0	2229	0	1856	3227	2090	2015	1948	2280	1801	1489	1980	1768	1925	1455	1926	2168	2150	1980	1843	0	0	2068	2713	2026
"C1_00910W_A"	"Ca22chr1A_C_albicans_SC5314"	179823	180829	"+"	1007	"C1_00910W_A"	NA	"%28orf19.6013%29%20Has%20domain%28s%29%20with%20predicted%20DNA%20binding%20activity"	562	513	507	0	458	682	639	570	667	450	511	354	528	0	547	444	0	604	0	0	447	0	327	529	306	440	274	565	620	497	501	533	389	494	498	651	499	554	350	0	0	517	595	505
"C1_00920W_A"	"Ca22chr1A_C_albicans_SC5314"	181403	185239	"+"	3837	"C1_00920W_A"	NA	"%28orf19.6012%29%20Ortholog%20of%20S.%20cerevisiae%20%3A%20YOR296W%2C%20C.%20glabrata%20CBS138%20%3A%20CAGL0G07579g%2C%20C.%20dubliniensis%20CD36%20%3A%20Cd36_00870%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_110020%20and%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_93196"	569	673	647	0	525	1046	712	619	793	553	502	561	629	0	779	686	0	731	0	0	654	0	565	564	647	641	610	752	865	821	750	823	606	763	677	784	651	692	697	0	0	684	623	716
