"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"Name"	"Gene"	"Note"	"CEC3609_2_TR_24"	"CEC3609_3_TR_3"	"NI_3_TR_3"	"CEC3609_3_TR_6"	"CEC3672_3_TR_3"	"CEC3609_1_TR_6"	"NI_2_TR_3"	"CEC3672_2_TR_24"	"CEC3609_2_FP_6"	"CEC3609_1_FP_6"	"CEC3672_1_FP_24"	"CEC3609_2_FP_3"	"NI_2_TR_6"	"CEC3609_1_TR_24"	"CEC3672_1_TR_3"	"CEC3609_2_TR_6"	"NI_1_TR_24"	"CEC3672_1_TR_6"	"CEC3672_1_FP_3"	"CEC3672_3_TR_6"	"CEC3672_2_TR_3"	"CEC3609_3_FP_3"	"CEC3672_3_FP_3"	"CEC3609_2_TR_3"	"CEC3672_1_FP_6"	"NI_2_TR_24"	"CEC3672_2_FP_3"	"CEC3609_1_TR_3"	"CEC3672_2_FP_24"	"CEC3672_2_FP_6"	"CEC3609_2_FP_24"	"CEC3609_1_FP_3"	"CEC3609_1_FP_24"	"CEC3672_1_TR_24"	"CEC3672_3_TR_24"	"NI_1_TR_6"	"NI_1_TR_3"	"CEC3672_3_FP_24"	"CEC3609_3_FP_6"	"CEC3672_2_TR_6"	"CEC3609_3_FP_24"	"CEC3672_3_FP_6"	"CEC3609_3_TR_24"	"NI_3_TR_24"
"C1_00470C_A"	"Ca22chr1A_C_albicans_SC5314"	74056	75381	"-"	1326	"C1_00470C_A"	NA	"%28orf19.6061%29%20Ortholog%28s%29%20have%20role%20in%20N-acylethanolamine%20metabolic%20process%2C%20N-acylphosphatidylethanolamine%20metabolic%20process%20and%20integral%20component%20of%20mitochondrial%20inner%20membrane%20localization"	606	639	0	683	818	611	0	1257	680	677	748	568	0	562	787	654	0	879	761	823	838	601	795	690	815	0	819	707	687	750	527	651	606	764	837	0	0	707	683	955	604	824	526	0
"C1_00480C_A"	"Ca22chr1A_C_albicans_SC5314"	75573	77828	"-"	2256	"C1_00480C_A"	"GCN20"	"%28orf19.6060%29%20YEF3-subfamily%20ABC%20family%20protein%2C%20predicted%20not%20to%20be%20a%20transporter"	996	1919	0	1299	1712	1202	0	2226	1147	1164	1250	1720	0	999	1545	1278	0	1683	1678	1641	1721	1915	1472	1999	1534	0	1629	2147	1163	1472	751	1997	877	1281	1461	0	0	1150	1128	1715	896	1454	971	0
"C1_00490C_A"	"Ca22chr1A_C_albicans_SC5314"	78008	78367	"-"	360	"C1_00490C_A"	"TTR1"	"%28orf19.6059%29%20Putative%20glutaredoxin%3B%20described%20as%20a%20glutathione%20reductase%3B%20induced%20by%20human%20neutrophils%20and%20benomyl%20treatment%3B%20alkaline%20repressed%3B%20regulated%20by%20Gcn2%20and%20Gcn4%3B%20required%20for%20virulence%20in%20mouse%20model%3B%20Spider%20biofilm%20induced"	484	378	0	332	572	344	0	1332	421	455	517	357	0	567	519	334	0	491	614	479	542	473	640	393	609	0	689	429	418	506	403	435	287	813	697	0	0	466	427	512	366	504	631	0
"C1_00500C_A"	"Ca22chr1A_C_albicans_SC5314"	78641	79669	"-"	1029	"C1_00500C_A"	"GLO1"	"%28orf19.6058%29%20Putative%20monomeric%20glyoxalase%20I%3B%20oxidative%20stress-induced%20via%20Cap1%3B%20flow%20model%20and%20rat%20catheter%20biofilm%20repressed"	618	1400	0	289	1410	318	0	1641	521	644	505	1147	0	699	1105	363	0	852	1430	696	1166	1440	1349	1488	1102	0	1407	1588	427	934	352	1386	242	998	1064	0	0	486	539	758	286	982	848	0
"C1_00510W_A"	"Ca22chr1A_C_albicans_SC5314"	80124	81053	"+"	930	"C1_00510W_A"	NA	"%28orf19.6057%29%20Ortholog%28s%29%20have%203-methyl-2-oxobutanoate%20hydroxymethyltransferase%20activity%2C%20role%20in%20pantothenate%20biosynthetic%20process%2C%20respiratory%20chain%20complex%20IV%20assembly%20and%20mitochondrion%20localization"	438	519	0	465	405	412	0	859	463	422	520	535	0	413	397	401	0	402	414	397	397	591	364	563	433	0	391	658	531	333	463	601	528	490	564	0	0	546	428	422	632	366	422	0
"C1_00520W_A"	"Ca22chr1A_C_albicans_SC5314"	81233	81901	"+"	669	"C1_00520W_A"	NA	"%28orf19.6056%29%20Ortholog%28s%29%20have%20phosphatase%20activity%20and%20role%20in%20dephosphorylation"	615	441	0	695	603	560	0	1054	730	745	668	482	0	645	505	656	0	598	660	699	626	537	577	536	694	0	635	528	590	605	615	527	665	675	637	0	0	614	667	666	668	593	687	0
"C1_00530C_A"	"Ca22chr1A_C_albicans_SC5314"	82117	84558	"-"	2442	"C1_00530C_A"	NA	"%28orf19.6055%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_00460%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_800010%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_125085%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2D09086g"	751	436	0	903	771	928	0	1398	925	838	1010	365	0	684	630	780	0	1074	761	1143	760	469	683	496	919	0	762	495	948	940	719	426	930	708	791	0	0	877	889	1133	733	935	486	0
"C1_00540C_A"	"Ca22chr1A_C_albicans_SC5314"	85080	87248	"-"	2169	"C1_00540C_A"	NA	"%28orf19.6054%29%20Protein%20with%20a%20Bul1%20domain%3B%20binds%20the%20ubiquitin%20ligase%20Rsp5%20and%20is%20involved%20in%20intracellular%20trafficking%20of%20a%20general%20amino%20acid%20permease%20Gap1%3B%20repressed%20in%20an%20azole-resistant%20strain%20overexpressing%20MDR1%3B%20Spider%20biofilm%20induced"	1328	1602	0	1773	1339	1662	0	2400	1599	1540	1678	1166	0	1175	1268	1686	0	1804	1263	1762	1347	1483	1187	1712	1652	0	1337	1762	1710	1544	1258	1355	1521	1384	1586	0	0	1473	1525	1742	1359	1511	1028	0
"C1_00550W_A"	"Ca22chr1A_C_albicans_SC5314"	87900	89810	"+"	1911	"C1_00550W_A"	"CIS2"	"%28orf19.6053%29%20Putative%20role%20in%20regulation%20of%20biogenesis%20of%20the%20cell%20wall%3B%20upregulated%20in%20biofilm%3B%20Gcn4p-regulated"	627	302	0	428	267	372	0	1135	383	421	735	272	0	557	205	400	0	360	210	408	245	332	181	356	311	0	234	390	643	316	517	332	624	653	695	0	0	643	374	378	590	278	492	0
"C1_00560W_A"	"Ca22chr1A_C_albicans_SC5314"	90099	91271	"+"	1173	"C1_00560W_A"	"CNS1"	"%28orf19.6052%29%20Putative%20co-chaperone%3B%20Hap43p-induced%20gene%3B%20mutation%20confers%20hypersensitivity%20to%20radicicol"	1042	1042	0	1062	888	1018	0	2067	904	837	1224	1157	0	986	908	901	0	1111	956	936	833	1202	917	1202	1045	0	929	1281	1093	1009	1028	1244	1142	1293	1317	0	0	1113	834	1054	1176	1060	899	0
"C1_00570C_A"	"Ca22chr1A_C_albicans_SC5314"	91310	93694	"-"	2385	"C1_00570C_A"	NA	"%28orf19.6049%29%20Ortholog%28s%29%20have%20protein%20kinase%20activator%20activity%2C%20role%20in%20protein%20phosphorylation%2C%20regulation%20of%20cytokinesis%20and%20chromosome%20passenger%20complex%2C%20kinetochore%20microtubule%2C%20spindle%20midzone%20localization"	526	433	0	628	1000	589	0	1083	763	749	712	366	0	493	831	582	0	892	856	994	946	419	798	427	843	0	831	439	720	825	470	458	549	558	684	0	0	643	810	860	583	859	456	0
"C1_00580W_A"	"Ca22chr1A_C_albicans_SC5314"	93970	94899	"+"	930	"C1_00580W_A"	NA	"%28orf19.6048%29%20Protein%20of%20unknown%20function%3B%20Spider%20biofilm%20induced"	563	181	0	607	799	575	0	1176	700	855	752	155	0	555	661	637	0	715	635	538	753	184	691	152	692	0	635	193	670	700	657	169	656	657	679	0	0	660	788	692	673	647	590	0
"C1_00590W_A"	"Ca22chr1A_C_albicans_SC5314"	95214	96494	"+"	1281	"C1_00590W_A"	"TUF1"	"%28orf19.6047%29%20Translation%20elongation%20factor%20TU%3B%20macrophage%2Fpseudohyphal-induced%3B%20repressed%20upon%20phagocytosis%20by%20murine%20macrophage%3B%20levels%20decrease%20in%20stationary%20phase%20cells%3B%20Spider%20biofilm%20repressed"	5724	6732	0	5007	7256	4581	1	10425	5330	5753	4470	5505	0	6452	6540	5353	0	6560	8330	6413	7424	6175	8113	6796	6744	0	8436	7215	4145	6217	3991	6750	3903	5667	6698	0	0	4410	5176	6774	3946	6388	6789	1
"C1_00600W_A"	"Ca22chr1A_C_albicans_SC5314"	96816	101423	"+"	4608	"C1_00600W_A"	"APC1"	"%28orf19.6046%29%20Putative%20Anaphase-Promoting%20Complex%2FCyclosome%20subunit%3B%20essential%20for%20growth%3B%20periodic%20mRNA%20expression%2C%20peak%20at%20cell-cycle%20S%2FG2%20phase"	491	613	0	495	579	465	0	1038	586	576	564	472	0	478	564	480	0	652	600	662	685	617	607	604	617	0	650	635	491	611	416	590	461	537	626	0	0	509	586	727	463	662	397	0
"C1_00610W_A"	"Ca22chr1A_C_albicans_SC5314"	101751	103523	"+"	1773	"C1_00610W_A"	"PSD1"	"%28orf19.6045%29%20Phosphatidylserine%20decarboxylase%3B%20involved%20in%20phosphatidylethanolamine%20synthesis%3B%20Spider%20biofilm%20repressed"	2178	2284	0	2263	2945	2113	1	3592	2525	2666	2196	1745	0	2135	2607	2378	0	2936	2576	2791	3051	1988	2440	2349	2616	0	2664	2463	2126	2153	2072	2121	2313	2103	2466	2	0	2131	2533	2824	2312	2153	1983	0
"C1_00620W_A"	"Ca22chr1A_C_albicans_SC5314"	103868	104809	"+"	942	"C1_00620W_A"	"MOB2"	"%28orf19.6044%29%20Mob1%2Fphocein%20domain%20protein%20of%20RAM%20signaling%20network%3B%20cell%20wall%20integrity%3B%20role%20in%20cell%20separation%2C%20cortical%20actin%20polarization%3B%20required%20for%20hyphal%20growth%3B%20phosphorylated%20by%20Cdc28%20on%20hyphal%20induction%3B%20activates%20Cbk1%3B%20mRNA%20binds%20She3"	1062	1002	0	1268	1328	1056	0	1704	1175	1250	1062	776	0	1046	1092	1234	0	1285	1081	1147	1315	887	1093	1020	1198	0	1147	1013	932	1014	1101	849	1125	934	950	0	0	937	1195	1248	1147	1103	1041	1
"C1_00630W_A"	"Ca22chr1A_C_albicans_SC5314"	105179	106924	"+"	1746	"C1_00630W_A"	NA	"%28orf19.6043%29%20Ortholog%28s%29%20have%20mitochondrial%20membrane%20localization"	239	378	0	391	828	400	0	728	417	442	350	260	0	325	727	431	0	743	700	771	917	259	789	372	607	0	756	379	332	645	157	296	167	439	430	0	0	340	470	755	188	669	309	0
"C1_00640C_A"	"Ca22chr1A_C_albicans_SC5314"	107125	111027	"-"	3903	"C1_00640C_A"	"RPO41"	"%28orf19.6041%29%20Putative%20mitochondrial%20RNA%20polymerase%3B%20repressed%20in%20core%20stress%20response%3B%20Spider%20biofilm%20induced"	3086	3588	0	3381	2498	3086	0	5230	2871	2510	2970	3153	0	2879	2675	3516	0	3150	2843	3444	2824	3462	2461	3929	2992	0	2834	4194	2932	2733	2625	3475	2987	2836	3626	0	0	2748	2549	3101	3012	3010	2754	0
"C1_00650C_A"	"Ca22chr1A_C_albicans_SC5314"	111571	112251	"-"	681	"C1_00650C_A"	"SNF7"	"%28orf19.6040%29%20ESCRT%20III%20complex%20protein%3B%20role%20in%20proteolytic%20activation%20of%20Rim101%20and%20Rim8%20processing%2Factivation%3B%20separable%20roles%20in%20RIM101%20pathway%20and%20in%20transport%20from%20MVB%20to%20vacuole%3B%20involved%20in%20echinocandin%20and%20azole%20sensitivity"	1813	1344	0	1719	1697	1583	0	2492	1652	1611	1604	1181	0	1872	1350	1518	0	1715	1289	1635	1511	1488	1182	1518	1476	0	1313	1554	1617	1265	1981	1480	1954	1545	1553	0	0	1584	1547	1707	1917	1321	1736	0
"C1_00660C_A"	"Ca22chr1A_C_albicans_SC5314"	112788	113801	"-"	1014	"C1_00660C_A"	NA	"%28orf19.6039%29%20Ortholog%28s%29%20have%20SNAP%20receptor%20activity%20and%20role%20in%20ER%20to%20Golgi%20vesicle-mediated%20transport%2C%20Golgi%20organization%2C%20intra-Golgi%20vesicle-mediated%20transport%2C%20vesicle%20fusion%20with%20Golgi%20apparatus"	707	726	0	793	644	715	0	1123	894	872	782	552	0	819	590	702	0	646	658	654	681	648	616	697	710	0	699	704	692	673	799	629	822	638	761	0	0	659	902	655	842	682	729	0
"C1_00670C_A"	"Ca22chr1A_C_albicans_SC5314"	114127	115878	"-"	1752	"C1_00670C_A"	"UGA32"	"%28orf19.6038%29%20Predicted%20Zn%28II%292Cys6%20transcription%20factor%3B%20has%20similarity%20to%20S.%20cerevisiae%20Uga3%2C%20a%20transcription%20factor%20involved%20in%20the%20regulation%20of%20gamma-aminobutyrate%20metabolism%20genes%3B%20rat%20catheter%20biofilm%20induced"	828	1222	0	822	2179	607	0	1812	888	843	1026	818	0	903	1941	788	0	1913	1765	1953	2122	915	1628	1081	1358	0	1723	1277	885	1367	599	950	589	1022	1256	0	0	1001	866	1933	679	1462	797	0
"C1_00680W_A"	"Ca22chr1A_C_albicans_SC5314"	117319	119442	"+"	2124	"C1_00680W_A"	"ASM3"	"%28orf19.6037%29%20Putative%20secreted%20acid%20sphingomyelin%20phosphodiesterase%3B%20possible%20Kex2%20substrate%3B%20transcript%20increased%20in%20an%20azole-resistant%20strain%20that%20overexpresses%20MDR1%3B%20flow%20model%20biofilm%20induced%3B%20F-12%2FCO2%20early%20biofilm%20induced"	1695	9631	0	2176	18584	1751	0	2719	4117	2271	1292	4109	0	2258	16632	2677	0	9782	12971	12407	18128	4269	10204	7608	6448	0	12277	8508	1006	6347	1426	4479	1095	1438	2223	0	0	1068	2364	8348	1133	7140	1745	0
"C1_00690W_A"	"Ca22chr1A_C_albicans_SC5314"	119767	122808	"+"	3042	"C1_00690W_A"	"RIC1"	"%28orf19.6036%29%20Ortholog%20of%20S.%20cerevisiae%20Ric1%20guanyl-nucleotide%20exchange%20factor%3B%20mutant%20is%20viable%3B%20rat%20catheter%20biofilm%20repressed"	145	310	0	166	318	194	0	525	334	278	310	288	0	191	382	199	0	428	377	426	375	368	382	331	381	0	392	343	255	422	136	327	134	326	413	0	0	282	291	330	133	463	222	0
"C1_00700W_A"	"Ca22chr1A_C_albicans_SC5314"	123066	123431	"+"	366	"C1_00700W_A"	NA	"%28orf19.6035%29%20Protein%20of%20unknown%20function%3B%20repressed%20by%20nitric%20oxide"	473	329	0	408	537	464	0	707	444	453	359	298	0	506	522	399	0	511	529	464	550	390	516	335	577	0	600	350	377	577	402	298	331	451	448	0	0	425	413	521	391	664	558	0
"C1_00710C_A"	"Ca22chr1A_C_albicans_SC5314"	123869	125597	"-"	1729	"C1_00710C_A"	"TUB2"	"%28orf19.6034%29%20Beta-tubulin%3B%20functional%20homolog%20of%20ScTub2%3B%20overproduction%20makes%20S.%20cerevisiae%20inviable%3B%20has%20two%20introns%3B%20GlcNAc%2C%20hypha%20fluconazole-induced%3B%20slow%20growth%2C%20ectopic%20expression%20increases%20white-to%20opaque%20switch%3B%20rat%20catheter%20biofilm%20repressed"	3085	8184	0	2467	4084	2485	0	5531	3103	3449	2131	7369	0	3315	3716	3058	0	4217	3848	4182	4014	8196	3790	8192	3508	0	4065	8809	1806	2919	2023	8036	1633	3190	3786	0	0	1911	3158	3935	1728	3364	3866	0
"C1_00720W_A"	"Ca22chr1A_C_albicans_SC5314"	126521	126612	"+"	92	"C1_00720W_A"	"tP%28UGG%293"	"%28tP%28UGG%293%29%20tRNA-Pro%2C%20predicted%20by%20tRNAscan-SE%3B%20UGG%20anticodon"	0	2	0	0	0	1	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0	2	0	0	0	1	0
"C1_00730C_A"	"Ca22chr1A_C_albicans_SC5314"	126791	128620	"-"	1830	"C1_00730C_A"	"CMP1"	"%28orf19.6033%29%20Catalytic%20subunit%20of%20calcineurin%20%28Ca%5B2%2B%5D-calmodulin-regulated%20S%2FT%20protein%20phosphatase%29%3B%20required%20for%20wild-type%20virulence%2C%20resistance%20to%20high%20pH%2C%20Na%28%2B%29%2C%20Li%28%2B%29%2C%20Mn%282%2B%29%2C%20and%20fluconazole%20tolerance%3B%20micafungin%20is%20fungicidal%20to%20null%20mutant"	1002	1994	0	1363	1919	1357	0	2181	1203	1248	1280	1581	0	1086	1569	1400	0	1835	1681	1899	1853	1726	1470	1892	1464	0	1758	1985	1126	1412	942	1614	928	1164	1311	0	0	1085	1271	1761	1055	1595	1033	0
"C1_00740C_A"	"Ca22chr1A_C_albicans_SC5314"	129260	130681	"-"	1422	"C1_00740C_A"	"SPE1"	"%28orf19.6032%29%20Ornithine%20decarboxylase%3B%20enzyme%20of%20polyamine%20biosynthesis%3B%20mutant%20is%20viable%3B%20functionally%20complements%20polyamine%20auxotrophy%20of%20S.%20cerevisiae%20spe1%20mutant%3B%20downregulated%20upon%20adherence%20to%20polystyrene"	2537	3363	0	2439	2245	2465	0	5274	2206	1856	3080	3462	0	2410	2290	2436	0	3063	2622	3224	2393	3974	2335	3462	2711	0	2608	3774	2558	2693	2234	3455	2373	3149	3374	0	0	2626	1963	2928	2603	2801	2409	0
"C1_00750C_A"	"Ca22chr1A_C_albicans_SC5314"	131413	133938	"-"	2526	"C1_00750C_A"	"VPS27"	"%28orf19.6031%29%20Putative%20ESCRT-0%20complex%20protein%20with%20a%20role%20in%20multivesicular%20body%20%28MVB%29%20trafficking"	1394	1019	0	1524	1119	1368	0	2038	1807	1640	1541	906	0	1431	994	1586	0	1316	913	1263	1147	1014	1030	1098	1255	0	1044	1194	1554	1103	1557	979	1580	1218	1412	0	0	1404	1829	1235	1468	1083	1357	0
"C1_00760W_A"	"Ca22chr1A_C_albicans_SC5314"	134254	134913	"+"	660	"C1_00760W_A"	NA	"%28orf19.6030%29%20Protein%20of%20unknown%20function%3B%20transcript%20detected%20on%20high-resolution%20tiling%20arrays"	715	577	0	759	815	617	0	1385	811	977	827	528	0	836	651	646	0	730	698	640	732	587	675	598	770	0	748	605	761	650	822	588	707	886	805	0	0	803	853	744	810	678	760	0
"C1_00770C_A"	"Ca22chr1A_C_albicans_SC5314"	135654	136436	"-"	783	"C1_00770C_A"	"ROT1"	"%28orf19.6029%29%20Similar%20to%20S.%20cerevisiae%20Rot1p%2C%20which%20is%20involved%20in%20cell%20wall%201%2C6-beta-glucan%20biosynthesis%3B%20has%20predicted%20transmembrane%20region%3B%20possibly%20an%20essential%20gene%2C%20disruptants%20not%20obtained%20by%20UAU1%20method"	326	358	0	339	317	323	0	768	348	308	532	366	0	335	325	374	0	362	421	391	394	378	350	337	362	0	400	474	437	319	366	311	344	462	495	0	0	457	279	350	413	385	338	0
"C1_00780C_A"	"Ca22chr1A_C_albicans_SC5314"	138574	140931	"-"	2358	"C1_00780C_A"	"HGC1"	"%28orf19.6028%29%20Hypha-specific%20G1%20cyclin-related%20protein%20involved%20in%20regulation%20of%20morphogenesis%2C%20biofilm%20formation%3B%20Cdc28-Hgc1%20maintains%20Cdc11%20S394%20phosphorylation%20during%20hyphal%20growth%3B%20required%20for%20virulence%20in%20mice%3B%20regulated%20by%20Nrg1%2C%20Tup1%2C%20farnesol"	1298	2200	0	2627	3289	2088	0	1643	1859	1811	1114	1723	0	1124	3287	2611	0	4206	1572	4924	3649	1988	1477	2195	2157	0	1663	2224	1089	1960	974	1747	1053	950	1205	0	0	1051	1973	4053	961	2248	962	0
"C1_00790W_A"	"Ca22chr1A_C_albicans_SC5314"	150607	151707	"+"	1101	"C1_00790W_A"	NA	"%28orf19.6027%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_00740%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_110170%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_133175%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2D09724g"	155	84	0	120	175	100	0	274	145	145	211	63	0	123	118	126	0	172	118	154	166	78	127	87	125	0	139	70	148	151	156	85	164	149	206	0	0	160	178	153	162	142	130	0
"C1_00800C_A"	"Ca22chr1A_C_albicans_SC5314"	154633	155286	"-"	654	"C1_00800C_A"	"ERG2"	"%28orf19.6026%29%20C-8%20sterol%20isomerase%3B%20enzyme%20of%20ergosterol%20biosynthesis%3B%20converts%20fecosterol%20to%20episterol%3B%20mutant%20is%20hypersensitive%20to%20multiple%20drugs%3B%20ketoconazole-induced%3B%20flow%20model%20and%20Spider%20biofilm%20repressed"	631	1438	0	437	813	359	0	1369	532	487	472	1576	0	605	754	496	0	663	865	742	804	1755	897	1502	627	0	927	1732	478	703	422	1787	448	813	876	0	0	499	470	702	435	772	691	0
"C1_00810W_A"	"Ca22chr1A_C_albicans_SC5314"	155443	156324	"+"	882	"C1_00810W_A"	NA	"%28orf19.6025%29%20Ortholog%28s%29%20have%20N-acetylglucosaminyldiphosphodolichol%20N-acetylglucosaminyltransferase%20activity%20and%20role%20in%20dolichol-linked%20oligosaccharide%20biosynthetic%20process"	119	92	0	57	69	56	0	168	56	55	89	91	0	90	74	44	0	50	56	48	61	108	67	73	58	0	78	98	89	62	109	82	80	103	126	0	0	82	55	50	121	80	96	0
"C1_00820W_A"	"Ca22chr1A_C_albicans_SC5314"	156643	157689	"+"	1047	"C1_00820W_A"	NA	"%28orf19.6024%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_00770%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_112621%2C%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2D09812g%20and%20Pichia%20stipitis%20Pignal%20%3A%20PICST_61958"	294	192	0	250	256	258	0	542	355	326	482	179	0	281	268	237	0	327	258	340	245	199	315	147	268	0	239	198	436	329	409	145	405	349	393	0	0	409	317	290	378	345	280	0
"C1_00830W_A"	"Ca22chr1A_C_albicans_SC5314"	158725	160524	"+"	1800	"C1_00830W_A"	NA	"%28orf19.6023%29%20Protein%20with%20a%20predicted%20multidrug%20transporter%20domain%3B%20Hap43-repressed%20gene"	363	398	0	362	417	339	0	952	269	346	512	335	0	389	448	367	0	629	416	582	512	394	483	369	438	0	503	407	439	455	286	351	373	546	553	0	0	456	337	654	379	458	370	0
"C1_00840C_A"	"Ca22chr1A_C_albicans_SC5314"	160942	162672	"-"	1731	"C1_00840C_A"	"NRM1"	"%28orf19.6022%29%20Transcriptional%20regulator%20of%20cell%20cycle%20gene%20expression%3B%20regulates%20expression%20of%20genes%20involved%20in%20DNA%20replication%20stress%3B%20interacts%20with%20Swi4%20and%20Swi6%3B%20repressed%20during%20core%20stress%20response%3B%20Spider%20biofilm%20repressed"	300	1326	0	574	695	508	0	663	774	821	254	1210	0	366	762	630	0	625	1129	645	874	1395	1175	1331	791	0	1299	1375	288	625	194	1191	215	461	508	0	0	239	856	593	175	826	371	0
"C1_00850W_A"	"Ca22chr1A_C_albicans_SC5314"	167077	167823	"+"	747	"C1_00850W_A"	"IHD2"	"%28orf19.6021%29%20Protein%20of%20unknown%20function%3B%20induced%20during%20hyphae%20development%3B%20induced%20in%20low%20iron%3B%20Spider%20biofilm%20induced"	627	862	0	421	932	414	0	1194	584	658	576	752	0	820	823	393	0	853	938	750	853	833	906	720	777	0	931	797	464	623	454	794	303	776	825	0	0	505	569	804	319	806	971	0
"C1_00860W_A"	"Ca22chr1A_C_albicans_SC5314"	168533	169534	"+"	1002	"C1_00860W_A"	NA	"%28orf19.6020%29%20Ortholog%28s%29%20have%20Atg8%20ligase%20activity%20and%20role%20in%20C-terminal%20protein%20lipidation%2C%20autophagosome%20assembly%2C%20autophagy%20of%20mitochondrion%2C%20late%20nucleophagy%2C%20piecemeal%20microautophagy%20of%20the%20nucleus%2C%20protein%20localization%20by%20the%20Cvt%20pathway"	647	320	0	434	549	460	0	1008	525	485	764	261	0	660	496	450	0	552	448	561	613	339	475	327	512	0	483	361	676	457	616	290	575	615	709	0	0	638	467	518	584	554	664	0
"C1_00870W_A"	"Ca22chr1A_C_albicans_SC5314"	170158	172254	"+"	2097	"C1_00870W_A"	"LRO1"	"%28orf19.6018%29%20Acyltransferase%20that%20catalyzes%20diacylglycerol%20esterification%20of%20phospholipids%3B%20role%20in%20lipid%20storage%2C%20triglyceride%20biosynthesis%3B%20flow%20model%20biofilm%20repressed"	842	1616	0	906	1366	934	1	2060	1150	1153	1036	1201	0	843	1203	1099	0	1227	1145	1245	1387	1515	1123	1629	1213	0	1219	1717	1025	1124	649	1419	703	1116	1286	0	0	997	1054	1173	705	1125	767	0
"C1_00880W_A"	"Ca22chr1A_C_albicans_SC5314"	174459	176084	"+"	1626	"C1_00880W_A"	NA	"%28orf19.6017%29%20Protein%20of%20unknown%20function%3B%20Spider%20biofilm%20induced"	175	50	0	152	113	152	0	437	191	196	225	60	0	214	70	170	0	216	101	178	136	77	116	39	206	0	139	61	251	238	152	67	128	288	293	0	0	264	222	201	175	177	233	0
"C1_00890W_A"	"Ca22chr1A_C_albicans_SC5314"	176325	178475	"+"	2151	"C1_00890W_A"	"GEM1"	"%28orf19.6016%29%20Putative%20outer%20mitochondrial%20membrane%20GTPase%2C%20subunit%20of%20the%20ERMES%20complex%3B%20required%20for%20mitochondrial%20morphology%20and%20invasive%20growth"	464	435	0	675	579	653	0	956	847	758	701	450	0	527	584	674	0	618	582	577	694	464	642	408	602	0	684	469	669	563	532	430	564	612	616	0	0	650	781	577	603	673	451	0
"C1_00900W_A"	"Ca22chr1A_C_albicans_SC5314"	178690	179307	"+"	618	"C1_00900W_A"	"RRS1"	"%28orf19.6014%29%20Putative%20ribosome%20biogenesis%20and%20nuclear%20export%20protein%3B%20Hap43p-induced%20gene%3B%20mutation%20confers%20hypersensitivity%20to%205-fluorocytosine%20%285-FC%29%2C%205-fluorouracil%20%285-FU%29%2C%20and%20tubercidin%20%287-deazaadenosine%29"	1843	2713	0	2057	1801	2006	0	3929	1768	1455	2194	3000	0	1925	1893	1980	0	2231	2150	2280	2013	3269	1636	3227	1980	0	2026	3546	2015	1926	1856	3272	1948	2566	2728	0	0	2229	1489	2168	2090	2068	1779	0
"C1_00910W_A"	"Ca22chr1A_C_albicans_SC5314"	179823	180829	"+"	1007	"C1_00910W_A"	NA	"%28orf19.6013%29%20Has%20domain%28s%29%20with%20predicted%20DNA%20binding%20activity"	350	595	0	547	620	507	0	682	533	494	513	458	0	389	604	501	0	639	499	565	667	570	528	529	554	0	505	562	440	498	327	511	274	450	444	0	0	447	497	651	306	517	354	0
"C1_00920W_A"	"Ca22chr1A_C_albicans_SC5314"	181403	185239	"+"	3837	"C1_00920W_A"	NA	"%28orf19.6012%29%20Ortholog%20of%20S.%20cerevisiae%20%3A%20YOR296W%2C%20C.%20glabrata%20CBS138%20%3A%20CAGL0G07579g%2C%20C.%20dubliniensis%20CD36%20%3A%20Cd36_00870%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_110020%20and%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_93196"	697	623	0	779	865	647	0	1046	823	763	673	525	0	606	731	750	0	712	651	752	793	619	629	564	692	0	716	569	641	677	565	502	610	553	686	0	0	654	821	784	647	684	561	0
